eid,frame_idx,p_exit,prompt_tokens,tainted
2025_01_23_1737654625_L,0,0.007452,5683,N
2025_01_23_1737654625_L,1,0.001422,7823,N
2025_01_23_1737654625_L,2,0.011200,7919,N
2025_01_23_1737654625_L,3,0.016274,7978,N
2025_01_23_1737654625_L,4,0.080540,8036,N
2025_01_23_1737654625_L,5,0.301557,8778,N
2025_01_23_1737654625_L,6,0.088467,8211,N
2025_01_23_1737654625_L,7,0.022030,8250,N
2025_01_23_1737654625_L,8,0.690164,8344,N
2025_01_23_1737654625_L,9,0.115125,8410,N
2025_01_23_1737654625_L,10,0.327743,10567,N
2025_01_23_1737654625_L,11,0.032525,8577,N
2025_01_23_1737654625_L,12,0.005855,8637,N
2025_01_23_1737654625_L,13,0.493359,8702,N
2025_01_23_1737654625_L,14,0.207363,8792,N
2025_01_23_1737654625_L,15,0.595615,9528,N
2025_01_23_1737654625_L,16,0.203492,8939,N
2025_01_23_1737654625_L,17,0.291963,9014,N
2025_01_23_1737654625_L,18,0.993956,9115,N
2025_01_23_1737654625_L,19,0.905005,9159,N
2025_01_23_1737654625_L,20,0.204216,9923,N
2025_01_23_1737654625_L,21,0.834296,9368,N
2025_01_23_1737654625_L,22,0.891859,9367,N
2025_01_23_1737654625_L,23,0.910370,9371,N
2025_01_23_1737654625_L,24,0.068095,9399,N
2025_01_23_1737654625_L,25,0.071468,10795,N
2025_01_23_1737654625_L,26,0.347471,9391,N
2025_01_23_1737654625_L,27,0.223083,9382,N
2025_01_23_1737654625_L,28,0.036563,9406,N
2025_01_23_1737654625_L,29,0.055980,9408,N
2025_01_23_1737654625_L,30,0.038730,10113,N
2025_01_23_1737654625_L,31,0.143143,9406,N
2025_01_23_1737654625_L,32,0.056908,9410,N
2025_01_23_1737654625_L,33,0.097750,9420,N
2025_01_23_1737654625_L,34,0.080534,9428,N
2025_01_23_1737654625_L,35,0.470342,10121,N
2025_01_23_1737654625_L,36,0.972065,9422,N
2025_01_23_1737654625_L,37,0.288082,9413,N
2025_01_23_1737654625_L,38,0.833051,9419,N
2025_01_23_1737654625_L,39,0.021143,9391,N
2025_01_23_1737654625_L,40,0.078049,10809,N
2025_01_23_1737654625_L,41,0.945254,9421,N
2025_01_23_1737654625_L,42,0.729536,9428,N
2025_01_23_1737654625_L,43,0.055930,9436,N
2025_01_23_1737654625_L,44,0.748638,9425,N
2025_01_23_1737654625_L,45,0.162924,10103,N
2025_01_23_1737654625_L,46,0.042037,9423,N
2025_01_23_1737654625_L,47,0.061462,9429,N
2025_01_23_1737654625_L,48,0.097467,9417,N
2025_01_23_1737654625_L,49,0.177661,9399,N
2025_01_23_1737654625_L,50,0.247375,10113,N
2025_01_23_1737654625_L,51,0.513657,9419,N
2025_01_23_1737654625_L,52,0.223293,9405,N
2025_01_23_1737654625_L,53,0.211793,9405,N
2025_01_23_1737654625_L,54,0.724186,9418,N
2025_01_23_1737654625_L,55,0.336165,10805,N
2025_01_23_1737654625_L,56,0.370469,9411,N
2025_01_23_1737654625_L,57,0.362371,9404,N
2025_01_31_1738334640_L,0,0.029390,5687,N
2025_01_31_1738334640_L,1,0.050430,7864,N
2025_01_31_1738334640_L,2,0.016819,9321,N
2025_01_31_1738334640_L,3,0.086265,8026,N
2025_01_31_1738334640_L,4,0.360571,8119,N
2025_01_31_1738334640_L,5,0.017348,8166,N
2025_01_31_1738334640_L,6,0.004600,8225,N
2025_01_31_1738334640_L,7,0.320021,8999,N
2025_01_31_1738334640_L,8,0.004366,8427,N
2025_01_31_1738334640_L,9,0.025413,8502,N
2025_01_31_1738334640_L,10,0.058209,8571,N
2025_01_31_1738334640_L,11,0.010267,8641,N
2025_01_31_1738334640_L,12,0.006325,9427,N
2025_01_31_1738334640_L,13,0.003628,8800,N
2025_01_31_1738334640_L,14,0.190938,8891,N
2025_01_31_1738334640_L,15,0.040642,8960,N
2025_01_31_1738334640_L,16,0.576764,9029,N
2025_01_31_1738334640_L,17,0.176728,11245,N
2025_01_31_1738334640_L,18,0.026582,9239,N
2025_01_31_1738334640_L,19,0.003452,9300,N
2025_01_31_1738334640_L,20,0.024935,9354,N
2025_01_31_1738334640_L,21,0.008175,9410,N
2025_01_31_1738334640_L,22,0.014169,10126,N
2025_01_31_1738334640_L,23,0.007082,9426,N
2025_01_31_1738334640_L,24,0.005728,9439,N
2025_01_31_1738334640_L,25,0.006756,9444,N
2025_01_31_1738334640_L,26,0.246130,9457,N
2025_01_31_1738334640_L,27,0.577147,10157,N
2025_01_31_1738334640_L,28,0.004461,9457,N
2025_01_31_1738334640_L,29,0.463791,9463,N
2025_01_31_1738334640_L,30,0.822168,9446,N
2025_01_31_1738334640_L,31,0.193723,9450,N
2025_01_31_1738334640_L,32,0.048950,10867,N
2025_01_31_1738334640_L,33,0.045850,9451,N
2025_01_31_1738334640_L,34,0.021267,9457,N
2025_01_31_1738334640_L,35,0.032399,9452,N
2025_01_31_1738334640_L,36,0.184064,9445,N
2025_01_31_1738334640_L,37,0.436136,10150,N
2025_01_31_1738334640_L,38,0.020191,9460,N
2025_01_31_1738334640_L,39,0.042882,9455,N
2025_01_31_1738334640_L,40,0.266672,9456,N
2025_01_31_1738334640_L,41,0.004687,9462,N
2025_01_31_1738334640_L,42,0.036847,10157,N
2025_01_31_1738334640_L,43,0.799577,9436,N
2025_01_31_1738334640_L,44,0.014034,9444,N
2025_01_31_1738334640_L,45,0.003303,9455,N
2025_01_31_1738334640_L,46,0.481531,9452,N
2025_01_31_1738334640_L,47,0.036221,10872,N
2025_01_31_1738334640_L,48,0.117826,9471,N
2025_01_31_1738334640_L,49,0.007943,9476,N
2025_01_31_1738334640_L,50,0.016398,9481,N
2025_01_31_1738334640_L,51,0.025075,9481,N
2025_01_31_1738334640_L,52,0.002821,10191,N
2025_01_31_1738334640_L,53,0.006019,9490,N
2025_01_31_1738334640_L,54,0.024453,9501,N
2025_01_31_1738334640_L,55,0.006626,9507,N
2025_01_31_1738334640_L,56,0.174934,9512,N
2025_01_31_1738334640_L,57,0.044188,10206,N
2025_01_31_1738334640_L,58,0.122089,9503,N
2025_01_31_1738334640_L,59,0.023550,9492,N
2025_01_31_1738334640_L,60,0.073957,9496,N
2025_01_31_1738341540_S,0,0.015312,5703,N
2025_01_31_1738341540_S,1,0.004447,7868,N
2025_01_31_1738341540_S,2,0.004088,8614,N
2025_01_31_1738341540_S,3,0.004046,8031,N
2025_01_31_1738341540_S,4,0.003216,8101,N
2025_01_31_1738341540_S,5,0.278617,8206,N
2025_01_31_1738341540_S,6,0.030560,8273,N
2025_01_31_1738341540_S,7,0.403889,9718,N
2025_01_31_1738341540_S,8,0.001951,8454,N
2025_01_31_1738341540_S,9,0.000376,8487,N
2025_01_31_1738341540_S,10,0.000425,8559,N
2025_01_31_1738341540_S,11,0.000619,8625,N
2025_01_31_1738341540_S,12,0.576032,9388,N
2025_01_31_1738341540_S,13,0.038798,8800,N
2025_01_31_1738341540_S,14,0.274185,8874,N
2025_01_31_1738341540_S,15,0.131772,8949,N
2025_01_31_1738347470_S,0,0.004706,5652,N
2025_01_31_1738347470_S,1,0.016214,7793,N
2025_01_31_1738347470_S,2,0.053741,7887,N
2025_01_31_1738347470_S,3,0.002485,8673,N
2025_01_31_1738347470_S,4,0.008319,8089,N
2025_01_31_1738347470_S,5,0.007486,8167,N
2025_01_31_1738347470_S,6,0.035546,8230,N
2025_01_31_1738347470_S,7,0.003276,8289,N
2025_01_31_1738347470_S,8,0.009016,9041,N
2025_01_31_1738347470_S,9,0.002908,8475,N
2025_01_31_1738347470_S,10,0.004875,8554,N
2025_01_31_1738347470_S,11,0.001515,8601,N
2025_01_31_1738347470_S,12,0.000569,8656,N
2025_01_31_1738347470_S,13,0.097698,10139,N
2025_01_31_1738347470_S,14,0.048355,8872,N
2025_01_31_1738347470_S,15,0.043618,8931,N
2025_01_31_1738347470_S,16,0.117856,9005,N
2025_01_31_1738347470_S,17,0.106398,9083,N
2025_01_31_1738347470_S,18,0.004595,9876,N
2025_01_31_1738347470_S,19,0.018039,9300,N
2025_01_31_1738347470_S,20,0.018091,9352,N
2025_01_31_1738347470_S,21,0.019265,9436,N
2025_01_31_1738347470_S,22,0.008184,9443,N
2025_01_31_1738347470_S,23,0.007025,10148,N
2025_01_31_1738347470_S,24,0.018691,9455,N
2025_01_31_1738347470_S,25,0.010580,9464,N
2025_01_31_1738347470_S,26,0.027675,9449,N
2025_01_31_1738347470_S,27,0.026384,9478,N
2025_01_31_1738347470_S,28,0.007263,10874,N
2025_01_31_1738347470_S,29,0.010700,9468,N
2025_01_31_1738347470_S,30,0.016135,9512,N
2025_01_31_1738349565_S,0,0.022593,5705,N
2025_01_31_1738349565_S,1,0.027598,7875,N
2025_01_31_1738349565_S,2,0.116207,7937,N
2025_01_31_1738349565_S,3,0.780642,8694,N
2025_01_31_1738349565_S,4,0.031140,8121,N
2025_01_31_1738349565_S,5,0.160019,8181,N
2025_01_31_1738349565_S,6,0.527752,8229,N
2025_01_31_1738349565_S,7,0.277066,8305,N
2025_01_31_1738349565_S,8,0.368067,10474,N
2025_01_31_1738349565_S,9,0.589087,8503,N
2025_01_31_1738349565_S,10,0.329317,8567,N
2025_01_31_1738349565_S,11,0.346619,8628,N
2025_01_31_1738349565_S,12,0.252678,8685,N
2025_01_31_1738349565_S,13,0.067063,9450,N
2025_01_31_1738349565_S,14,0.036618,8882,N
2025_01_31_1738349565_S,15,0.022498,8960,N
2025_01_31_1738349565_S,16,0.085065,9020,N
2025_01_31_1738349565_S,17,0.116331,9088,N
2025_01_31_1738349565_S,18,0.607312,9860,N
2025_01_31_1738349565_S,19,0.384222,9282,N
2025_01_31_1738349565_S,20,0.053264,9351,N
2025_01_31_1738349565_S,21,0.009420,9414,N
2025_01_31_1738349565_S,22,0.609967,9404,N
2025_01_31_1738349565_S,23,0.056267,10797,N
2025_01_31_1738349565_S,24,0.400765,9389,N
2025_01_31_1738349565_S,25,0.001695,9407,N
2025_01_31_1738349565_S,26,0.064214,9408,N
2025_01_31_1738349565_S,27,0.549559,9422,N
2025_01_31_1738349565_S,28,0.187358,10108,N
2025_01_31_1738349565_S,29,0.361244,9420,N
2025_01_31_1738349565_S,30,0.289482,9427,N
2025_01_31_1738349565_S,31,0.217877,9421,N
2025_01_31_1738349565_S,32,0.014930,9442,N
2025_01_31_1738349565_S,33,0.047528,10137,N
2025_01_31_1738349565_S,34,0.940877,9435,N
2025_01_31_1738349565_S,35,0.648382,9416,N
2025_01_31_1738349565_S,36,0.736300,9432,N
2025_01_31_1738349565_S,37,0.123537,9430,N
2025_01_31_1738349565_S,38,0.425829,10833,N
2025_01_31_1738349565_S,39,0.843642,9460,N
2025_01_31_1738349565_S,40,0.296825,9443,N
2025_01_31_1738349565_S,41,0.019513,9428,N
2025_01_31_1738349565_S,42,0.004304,9437,N
2025_01_31_1738349565_S,43,0.754548,10144,N
2025_01_31_1738349565_S,44,0.957303,9439,N
2025_01_31_1738349565_S,45,0.603119,9469,N
2025_01_31_1738349565_S,46,0.600443,9467,N
2025_01_31_1738349565_S,47,0.377643,9458,N
2025_01_31_1738349565_S,48,0.142269,10148,N
2025_01_31_1738349565_S,49,0.538798,9472,N
2025_01_31_1738349565_S,50,0.885374,9475,N
2025_01_31_1738349565_S,51,0.072618,9456,N
2025_01_31_1738349565_S,52,0.244138,9469,N
2025_01_31_1738349565_S,53,0.136698,10889,N
2025_01_31_1738349565_S,54,0.073537,9488,N
2025_01_31_1738349565_S,55,0.158083,9498,N
2025_01_31_1738349565_S,56,0.526383,9498,N
2025_01_31_1738349565_S,57,0.902696,9495,N
2025_01_31_1738349565_S,58,0.279924,10213,N
2025_01_31_1738349565_S,59,0.051467,9510,N
2025_01_31_1738349565_S,60,0.625118,9503,N
2025_01_31_1738349820_S,0,0.023225,5718,N
2025_01_31_1738349820_S,1,0.125352,7868,N
2025_01_31_1738349820_S,2,0.972637,7926,N
2025_01_31_1738349820_S,3,0.005546,8007,N
2025_01_31_1738349820_S,4,0.233313,10189,N
2025_01_31_1738349820_S,5,0.728084,8197,N
2025_01_31_1738349820_S,6,0.361150,8272,N
2025_01_31_1738349820_S,7,0.081060,8326,N
2025_01_31_1738349820_S,8,0.022814,8400,N
2025_01_31_1738349820_S,9,0.006294,9159,N
2025_01_31_1738349820_S,10,0.005279,8587,N
2025_01_31_1738349820_S,11,0.001935,8670,N
2025_01_31_1738349820_S,12,0.087351,8735,N
2025_01_31_1738349820_S,13,0.180624,8795,N
2025_01_31_1738349820_S,14,0.668966,9570,N
2025_01_31_1738349820_S,15,0.581589,8991,N
2025_01_31_1738349820_S,16,0.025172,9063,N
2025_01_31_1738349820_S,17,0.014364,9125,N
2025_01_31_1738349820_S,18,0.546421,9187,N
2025_01_31_1738349820_S,19,0.483487,10656,N
2025_01_31_1738349820_S,20,0.754873,9369,N
2025_01_31_1738349820_S,21,0.332949,9449,N
2025_01_31_1738349820_S,22,0.011033,9454,N
2025_01_31_1738349820_S,23,0.613979,9463,N
2025_01_31_1738349820_S,24,0.217792,10139,N
2025_01_31_1738349820_S,25,0.267890,9454,N
2025_01_31_1738349820_S,26,0.474433,9457,N
2025_01_31_1738349820_S,27,0.268192,9463,N
2025_01_31_1738349820_S,28,0.007993,9479,N
2025_01_31_1738349820_S,29,0.060773,10176,N
2025_01_31_1738349820_S,30,0.222566,9459,N
2025_01_31_1738349820_S,31,0.266393,9453,N
2025_01_31_1738349820_S,32,0.393542,9451,N
2025_01_31_1738349820_S,33,0.888129,9450,N
2025_01_31_1738349820_S,34,0.325093,10861,N
2025_01_31_1738349820_S,35,0.309496,9465,N
2025_01_31_1738349820_S,36,0.677971,9461,N
2025_01_31_1738349820_S,37,0.046136,9454,N
2025_01_31_1738349820_S,38,0.003905,9469,N
2025_01_31_1738349820_S,39,0.525769,10159,N
2025_01_31_1738349820_S,40,0.532695,9472,N
2025_01_31_1738349820_S,41,0.014435,9478,N
2025_01_31_1738349820_S,42,0.345952,9473,N
2025_01_31_1738349820_S,43,0.004161,9487,N
2025_01_31_1738349820_S,44,0.070452,10188,N
2025_01_31_1738349820_S,45,0.422647,9515,N
2025_01_31_1738349820_S,46,0.212180,9507,N
2025_01_31_1738349820_S,47,0.214736,9483,N
2025_01_31_1738349820_S,48,0.030318,9514,N
2025_01_31_1738349820_S,49,0.028515,10924,N
2025_01_31_1738349820_S,50,0.068355,9524,N
2025_01_31_1738349820_S,51,0.087075,9524,N
2025_01_31_1738349820_S,52,0.201548,9517,N
2025_01_31_1738349820_S,53,0.594927,9541,N
2025_01_31_1738349820_S,54,0.159766,10242,N
2025_01_31_1738349820_S,55,0.007918,9547,N
2025_01_31_1738349820_S,56,0.822442,9544,N
2025_01_31_1738349820_S,57,0.365368,9549,N
2025_01_31_1738349820_S,58,0.105616,9553,N
2025_01_31_1738349820_S,59,0.465645,10272,N
2025_01_31_1738349820_S,60,0.235010,9570,N
2025_01_31_1738350360_S,0,0.056227,5715,N
2025_01_31_1738350360_S,1,0.022735,7885,N
2025_01_31_1738350360_S,2,0.043214,7961,N
2025_01_31_1738350360_S,3,0.068228,8025,N
2025_01_31_1738350360_S,4,0.115233,8084,N
2025_01_31_1738350360_S,5,0.128487,8857,N
2025_01_31_1738350360_S,6,0.060282,8272,N
2025_01_31_1738350360_S,7,0.011664,8338,N
2025_01_31_1738350360_S,8,0.003730,8404,N
2025_01_31_1738350360_S,9,0.033930,8464,N
2025_01_31_1738350360_S,10,0.132848,9935,N
2025_01_31_1738350360_S,11,0.002795,8642,N
2025_01_31_1738350360_S,12,0.003526,8718,N
2025_01_31_1738350360_S,13,0.002297,8793,N
2025_01_31_1738350360_S,14,0.152597,8865,N
2025_01_31_1738350360_S,15,0.217774,9608,N
2025_01_31_1738350360_S,16,0.067971,9040,N
2025_01_31_1738350360_S,17,0.604263,9111,N
2025_01_31_1738350360_S,18,0.387396,9183,N
2025_01_31_1738350360_S,19,0.051358,9262,N
2025_01_31_1738350360_S,20,0.048731,10019,N
2025_01_31_1738350360_S,21,0.188872,9425,N
2025_01_31_1738350360_S,22,0.313544,9420,N
2025_01_31_1738350360_S,23,0.060130,9421,N
2025_01_31_1738350360_S,24,0.326126,9419,N
2025_01_31_1738350360_S,25,0.119432,10824,N
2025_01_31_1738350360_S,26,0.186973,9426,N
2025_01_31_1738350360_S,27,0.913342,9427,N
2025_01_31_1738350360_S,28,0.051233,9417,N
2025_01_31_1738350360_S,29,0.043124,9431,N
2025_01_31_1738350360_S,30,0.694284,10126,N
2025_01_31_1738350360_S,31,0.756628,9437,N
2025_01_31_1738350360_S,32,0.169940,9440,N
2025_01_31_1738350360_S,33,0.619777,9438,N
2025_01_31_1738350360_S,34,0.040700,9446,N
2025_01_31_1738350360_S,35,0.054869,10141,N
2025_01_31_1738350360_S,36,0.167403,9470,N
2025_01_31_1738350360_S,37,0.189246,9455,N
2025_01_31_1738350360_S,38,0.032985,9428,N
2025_01_31_1738350360_S,39,0.039200,9462,N
2025_01_31_1738350360_S,40,0.044508,10870,N
2025_01_31_1738350360_S,41,0.369501,9475,N
2025_01_31_1738350360_S,42,0.135600,9478,N
2025_01_31_1738350360_S,43,0.107353,9473,N
2025_01_31_1738350360_S,44,0.167286,9494,N
2025_01_31_1738350360_S,45,0.164549,10188,N
2025_01_31_1738350360_S,46,0.111638,9494,N
2025_01_31_1738350360_S,47,0.412913,9489,N
2025_01_31_1738350360_S,48,0.216880,9497,N
2025_01_31_1738350360_S,49,0.167776,9493,N
2025_01_31_1738350360_S,50,0.467320,10216,N
2025_01_31_1738350360_S,51,0.864041,9513,N
2025_01_31_1738352560_S,0,0.046948,5747,N
2025_01_31_1738352560_S,1,0.003816,7910,N
2025_01_31_1738352560_S,2,0.003494,7974,N
2025_01_31_1738352560_S,3,0.011232,9448,N
2025_01_31_1738352560_S,4,0.006866,8185,N
2025_01_31_1738352560_S,5,0.011516,8251,N
2025_01_31_1738352560_S,6,0.005490,8310,N
2025_01_31_1738352560_S,7,0.008632,8373,N
2025_01_31_1738352560_S,8,0.273551,9158,N
2025_01_31_1738352560_S,9,0.001155,8570,N
2025_01_31_1738352560_S,10,0.007634,8631,N
2025_01_31_1738352560_S,11,0.684715,8686,N
2025_01_31_1738352560_S,12,0.072485,8772,N
2025_01_31_1738352560_S,13,0.466259,9555,N
2025_01_31_1738352560_S,14,0.287129,8944,N
2025_01_31_1738352560_S,15,0.155117,9009,N
2025_01_31_1738353960_S,0,0.062145,5730,N
2025_01_31_1738353960_S,1,0.062187,7896,N
2025_01_31_1738353960_S,2,0.060738,7968,N
2025_01_31_1738353960_S,3,0.006005,8011,N
2025_01_31_1738353960_S,4,0.594733,8070,N
2025_01_31_1738353960_S,5,0.723518,8848,N
2025_01_31_1738353960_S,6,0.483012,8282,N
2025_01_31_1738353960_S,7,0.010085,8352,N
2025_01_31_1738353960_S,8,0.148800,8405,N
2025_01_31_1738353960_S,9,0.503293,8460,N
2025_01_31_1738353960_S,10,0.163055,9931,N
2025_01_31_1738353960_S,11,0.207945,8655,N
2025_01_31_1738353960_S,12,0.522353,8740,N
2025_01_31_1738353960_S,13,0.766655,8806,N
2025_01_31_1738353960_S,14,0.047862,8864,N
2025_01_31_1738353960_S,15,0.978900,9620,N
2025_01_31_1738353960_S,16,0.942805,9023,N
2025_01_31_1738353960_S,17,0.107681,9112,N
2025_01_31_1738353960_S,18,0.742514,9187,N
2025_01_31_1738353960_S,19,0.976385,9254,N
2025_01_31_1738353960_S,20,0.078788,10019,N
2025_01_31_1738353960_S,21,0.237451,9426,N
2025_01_31_1738353960_S,22,0.751618,9425,N
2025_01_31_1738353960_S,23,0.980137,9428,N
2025_01_31_1738353960_S,24,0.942810,9422,N
2025_01_31_1738353960_S,25,0.062023,10829,N
2025_01_31_1738353960_S,26,0.767762,9422,N
2025_01_31_1738353960_S,27,0.723350,9428,N
2025_01_31_1738353960_S,28,0.971948,9428,N
2025_01_31_1738353960_S,29,0.769535,9417,N
2025_01_31_1738353960_S,30,0.231350,10122,N
2025_01_31_1738353960_S,31,0.791871,9426,N
2025_01_31_1738353960_S,32,0.961120,9433,N
2025_01_31_1738353960_S,33,0.362369,9404,N
2025_01_31_1738353960_S,34,0.534660,9426,N
2025_01_31_1738353960_S,35,0.278864,10115,N
2025_01_31_1738353960_S,36,0.994266,9423,N
2025_01_31_1738353960_S,37,0.916636,9428,N
2025_01_31_1738353960_S,38,0.932175,9420,N
2025_01_31_1738353960_S,39,0.677886,9426,N
2025_01_31_1738353960_S,40,0.283532,10819,N
2025_01_31_1738353960_S,41,0.343657,9442,N
2025_01_31_1738353960_S,42,0.528679,9442,N
2025_01_31_1738353960_S,43,0.537085,9457,N
2025_01_31_1738353960_S,44,0.835590,9448,N
2025_01_31_1738353960_S,45,0.186829,10155,N
2025_01_31_1738354150_S,0,0.015582,5689,N
2025_01_31_1738354150_S,1,0.001268,8541,N
2025_01_31_1738354150_S,2,0.014032,7963,N
2025_01_31_1738354150_S,3,0.586626,8032,N
2025_01_31_1738354150_S,4,0.955579,8111,N
