eid,frame_idx,decision,conf,memo_present
2025_04_08_1744119475_L,22,HOLD,0.98,1
2025_04_08_1744119475_L,23,HOLD,0.95,1
2025_04_08_1744119475_L,24,HOLD,0.95,1
2025_04_08_1744119475_L,25,HOLD,0.92,1
2025_04_08_1744119475_L,26,HOLD,0.98,1
2025_04_08_1744119475_L,27,HOLD,0.95,1
2025_04_08_1744119475_L,28,HOLD,0.98,1
2025_04_08_1744119475_L,29,HOLD,0.98,1
2025_04_08_1744119475_L,30,HOLD,0.98,1
2025_04_08_1744119475_L,31,HOLD,0.95,1
2025_04_08_1744119475_L,32,HOLD,0.98,1
2025_04_08_1744119475_L,33,HOLD,0.98,1
2025_04_08_1744119475_L,34,HOLD,0.98,1
2025_04_08_1744119475_L,35,HOLD,0.95,1
2025_04_08_1744119475_L,36,HOLD,0.95,1
2025_04_08_1744119475_L,37,HOLD,0.98,1
2025_04_08_1744119475_L,38,HOLD,0.98,1
2025_04_08_1744119475_L,39,HOLD,0.99,1
2025_04_08_1744119475_L,40,HOLD,0.99,1
2025_04_08_1744119475_L,41,HOLD,0.99,1
2025_04_08_1744119475_L,42,HOLD,0.99,1
2025_04_08_1744119475_L,43,HOLD,0.99,1
2025_04_08_1744119475_L,44,HOLD,0.98,1
2025_04_08_1744119475_L,45,HOLD,0.98,1
2025_04_08_1744119475_L,46,HOLD,0.98,1
2025_04_08_1744119475_L,47,HOLD,0.99,1
2025_04_08_1744119475_L,48,HOLD,0.95,1
2025_04_08_1744119475_L,49,HOLD,0.98,1
2025_04_08_1744119475_L,50,HOLD,0.98,1
2025_04_08_1744119475_L,51,HOLD,0.99,1
2025_04_08_1744119475_L,52,HOLD,0.98,1
2025_04_08_1744119475_L,53,HOLD,0.97,1
2025_04_08_1744119475_L,54,HOLD,0.98,1
2025_04_08_1744119475_L,55,HOLD,0.97,1
2025_04_08_1744120420_L,0,HOLD,0.65,1
2025_04_08_1744120420_L,1,HOLD,0.95,1
2025_04_08_1744120420_L,2,HOLD,0.92,1
2025_04_08_1744120420_L,3,HOLD,0.98,1
2025_04_08_1744120420_L,4,HOLD,0.98,1
2025_04_08_1744120420_L,5,HOLD,0.98,1
2025_04_08_1744120420_L,6,HOLD,0.98,1
2025_04_08_1744120420_L,7,HOLD,0.98,1
2025_04_08_1744120420_L,8,HOLD,0.98,1
2025_04_08_1744120420_L,9,HOLD,0.98,1
2025_04_08_1744120420_L,10,HOLD,0.98,1
2025_04_08_1744120420_L,11,HOLD,0.98,1
2025_04_08_1744120420_L,12,HOLD,0.95,1
2025_04_08_1744120420_L,13,HOLD,0.98,1
2025_04_08_1744120420_L,14,HOLD,0.98,1
2025_04_08_1744120420_L,15,HOLD,0.95,1
2025_04_08_1744120420_L,16,HOLD,0.97,1
2025_04_08_1744120420_L,17,HOLD,0.98,1
2025_04_08_1744120420_L,18,HOLD,0.95,1
2025_04_08_1744120420_L,19,HOLD,0.92,1
2025_04_08_1744120420_L,20,HOLD,0.97,1
2025_04_08_1744120420_L,21,HOLD,0.85,1
2025_04_08_1744120420_L,22,HOLD,0.95,1
2025_04_08_1744120420_L,23,HOLD,0.98,1
2025_04_08_1744120420_L,24,HOLD,0.95,1
2025_04_08_1744120420_L,25,HOLD,0.98,1
2025_04_08_1744120420_L,26,HOLD,0.98,1
2025_04_08_1744120420_L,27,HOLD,0.98,1
2025_04_08_1744120420_L,28,HOLD,0.98,1
2025_04_08_1744120420_L,29,HOLD,0.98,1
2025_04_08_1744120420_L,30,HOLD,0.95,1
2025_04_08_1744120420_L,31,HOLD,0.95,1
2025_04_08_1744120420_L,32,HOLD,0.92,1
2025_04_08_1744120420_L,33,HOLD,0.95,1
2025_04_08_1744120420_L,34,HOLD,0.98,1
2025_04_08_1744120420_L,35,HOLD,0.98,1
2025_04_08_1744120420_L,36,HOLD,0.98,1
2025_04_08_1744120420_L,37,HOLD,0.70,1
2025_04_08_1744120420_L,38,HOLD,0.85,1
2025_04_08_1744120420_L,39,HOLD,0.75,1
2025_04_08_1744124595_S,0,TRUNCATED,?,0
2025_04_08_1744124595_S,1,HOLD,0.65,1
2025_04_08_1744124595_S,2,HOLD,0.65,1
2025_04_08_1744124595_S,3,HOLD,0.65,1
2025_04_08_1744124595_S,4,HOLD,0.75,1
2025_04_08_1744124595_S,5,HOLD,0.80,1
2025_04_08_1744124595_S,6,HOLD,0.95,1
2025_04_08_1744124595_S,7,HOLD,0.90,1
2025_04_08_1744124595_S,8,HOLD,0.90,1
2025_04_08_1744124595_S,9,HOLD,0.95,1
2025_04_08_1744124595_S,10,HOLD,0.85,1
2025_04_08_1744124595_S,11,HOLD,0.90,1
2025_04_08_1744124595_S,12,HOLD,0.85,1
2025_04_08_1744124595_S,13,HOLD,0.92,1
2025_04_08_1744124595_S,14,HOLD,0.92,1
2025_04_08_1744124595_S,15,HOLD,0.85,1
2025_04_08_1744124595_S,16,HOLD,0.95,1
2025_04_08_1744124595_S,17,HOLD,0.95,1
2025_04_08_1744124595_S,18,HOLD,0.85,1
2025_04_08_1744124595_S,19,HOLD,0.95,1
2025_04_08_1744124595_S,20,HOLD,0.90,1
2025_04_08_1744124595_S,21,HOLD,0.95,1
2025_04_08_1744124595_S,22,HOLD,0.93,1
2025_04_08_1744124595_S,23,HOLD,0.98,1
2025_04_08_1744124595_S,24,HOLD,0.98,1
2025_04_08_1744124595_S,25,HOLD,0.92,1
2025_04_08_1744124595_S,26,HOLD,0.95,1
2025_04_08_1744124595_S,27,HOLD,0.95,1
2025_04_08_1744124595_S,28,HOLD,0.95,1
2025_04_08_1744124595_S,29,HOLD,0.95,1
2025_04_08_1744124595_S,30,HOLD,0.95,1
2025_04_08_1744124595_S,31,HOLD,0.95,1
2025_04_08_1744124595_S,32,HOLD,0.95,1
2025_04_08_1744124595_S,33,HOLD,0.98,1
2025_04_08_1744124595_S,34,HOLD,0.95,1
2025_04_08_1744124595_S,35,HOLD,0.95,1
2025_04_08_1744124595_S,36,HOLD,0.98,1
2025_04_08_1744124595_S,37,HOLD,0.95,1
2025_04_09_1744206595_L,0,TRUNCATED,?,0
2025_04_09_1744206595_L,1,HOLD,0.95,1
2025_04_09_1744206595_L,2,HOLD,0.92,1
2025_04_09_1744206595_L,3,HOLD,0.98,1
2025_04_09_1744206595_L,4,HOLD,0.98,1
2025_04_09_1744206595_L,5,HOLD,0.95,1
2025_04_09_1744206595_L,6,HOLD,0.95,1
2025_04_09_1744206595_L,7,HOLD,0.95,1
2025_04_09_1744206595_L,8,HOLD,0.98,1
2025_04_09_1744206595_L,9,HOLD,0.95,1
2025_04_09_1744206595_L,10,HOLD,0.98,1
2025_04_09_1744206595_L,11,HOLD,0.85,0
2025_04_09_1744206595_L,12,HOLD,0.98,1
2025_04_09_1744206595_L,13,HOLD,0.98,1
2025_04_09_1744206595_L,14,HOLD,0.98,1
2025_04_09_1744206595_L,15,HOLD,0.98,1
2025_04_09_1744206595_L,16,HOLD,0.98,1
2025_04_09_1744206595_L,17,HOLD,0.92,1
2025_04_09_1744206595_L,18,HOLD,0.92,1
2025_04_09_1744206595_L,19,HOLD,0.80,1
2025_04_09_1744206595_L,20,HOLD,0.95,1
2025_04_09_1744206595_L,21,HOLD,0.95,1
2025_04_09_1744206595_L,22,HOLD,0.98,1
2025_04_09_1744206595_L,23,HOLD,0.95,1
2025_04_09_1744207060_L,0,HOLD,0.95,1
2025_04_09_1744207060_L,1,HOLD,0.60,1
2025_04_09_1744207060_L,2,HOLD,0.70,1
2025_04_09_1744207060_L,3,HOLD,0.65,1
2025_04_09_1744207060_L,4,HOLD,0.75,1
2025_04_09_1744207060_L,5,HOLD,0.75,1
2025_04_09_1744207060_L,6,HOLD,0.75,1
2025_04_09_1744207060_L,7,HOLD,0.75,1
2025_04_09_1744207060_L,8,HOLD,0.75,1
2025_04_09_1744207060_L,9,HOLD,0.65,1
2025_04_09_1744207060_L,10,HOLD,0.65,1
2025_04_09_1744207060_L,11,HOLD,0.65,1
2025_04_09_1744207060_L,12,HOLD,0.65,1
2025_04_09_1744207060_L,13,HOLD,0.70,1
2025_04_09_1744207060_L,14,HOLD,0.80,1
2025_04_09_1744207060_L,15,HOLD,0.65,1
2025_04_09_1744207060_L,16,HOLD,0.65,1
2025_04_09_1744207385_S,0,HOLD,0.95,1
2025_04_09_1744207385_S,1,HOLD,0.95,1
2025_04_09_1744207385_S,2,HOLD,0.98,1
2025_04_09_1744207385_S,3,HOLD,0.98,1
2025_04_09_1744207385_S,4,HOLD,0.98,1
2025_04_09_1744207385_S,5,HOLD,0.98,1
2025_04_09_1744207385_S,6,HOLD,0.98,1
2025_04_09_1744207385_S,7,HOLD,0.98,1
2025_04_09_1744207385_S,8,HOLD,0.99,1
2025_04_09_1744207385_S,9,HOLD,0.98,1
2025_04_09_1744207385_S,10,HOLD,0.98,1
2025_04_09_1744207385_S,11,HOLD,0.98,1
2025_04_09_1744207385_S,12,HOLD,0.98,1
2025_04_09_1744207385_S,13,HOLD,0.99,1
2025_04_09_1744207385_S,14,HOLD,0.99,1
2025_04_09_1744207385_S,15,HOLD,0.99,1
2025_04_09_1744207385_S,16,HOLD,0.99,1
2025_04_09_1744207385_S,17,HOLD,0.99,1
2025_04_09_1744207385_S,18,HOLD,0.98,1
2025_04_09_1744207385_S,19,HOLD,0.99,1
2025_04_09_1744207385_S,20,HOLD,0.98,1
2025_04_09_1744207385_S,21,HOLD,0.99,1
2025_04_09_1744207385_S,22,HOLD,0.97,1
2025_04_09_1744209600_S,0,HOLD,0.95,1
2025_04_09_1744209600_S,1,HOLD,0.65,1
2025_04_09_1744209600_S,2,HOLD,0.65,1
2025_04_09_1744209600_S,3,HOLD,0.65,1
2025_04_09_1744209600_S,4,HOLD,0.70,1
2025_04_09_1744209600_S,5,HOLD,0.65,1
2025_04_09_1744209600_S,6,HOLD,0.65,1
2025_04_09_1744209600_S,7,HOLD,0.65,1
2025_04_09_1744209600_S,8,HOLD,0.75,1
2025_04_09_1744209600_S,9,HOLD,0.70,1
2025_04_09_1744209600_S,10,HOLD,0.70,1
2025_04_09_1744209600_S,11,HOLD,0.70,1
2025_04_09_1744209600_S,12,HOLD,0.70,1
2025_04_09_1744209600_S,13,HOLD,0.75,1
2025_04_09_1744209600_S,14,HOLD,0.65,1
2025_04_09_1744209600_S,15,HOLD,0.75,1
2025_04_09_1744209600_S,16,HOLD,0.70,1
2025_04_09_1744209600_S,17,HOLD,0.70,1
2025_04_09_1744209600_S,18,HOLD,0.65,1
2025_04_09_1744209600_S,19,HOLD,0.75,1
2025_04_09_1744209600_S,20,HOLD,0.70,1
2025_04_09_1744209600_S,21,HOLD,0.70,1
2025_04_09_1744209600_S,22,HOLD,0.75,1
2025_04_09_1744209600_S,23,HOLD,0.70,1
2025_04_09_1744209600_S,24,HOLD,0.75,1
2025_04_09_1744209600_S,25,HOLD,0.85,1
2025_04_09_1744209600_S,26,HOLD,0.75,1
2025_04_09_1744209600_S,27,HOLD,0.70,1
2025_04_09_1744209600_S,28,HOLD,0.75,1
2025_04_09_1744209600_S,29,HOLD,0.75,1
2025_04_09_1744209600_S,30,HOLD,0.70,1
2025_04_09_1744209600_S,31,HOLD,0.75,1
2025_04_14_1744637600_S,0,HOLD,0.95,1
2025_04_14_1744637600_S,1,HOLD,0.95,1
2025_04_14_1744637600_S,2,HOLD,0.95,1
2025_04_14_1744637600_S,3,HOLD,0.98,1
2025_04_14_1744637600_S,4,HOLD,0.98,1
2025_04_14_1744637600_S,5,HOLD,0.98,1
2025_04_14_1744637600_S,6,HOLD,0.98,1
2025_04_14_1744637600_S,7,HOLD,0.98,1
2025_04_14_1744637600_S,8,HOLD,0.98,1
2025_04_14_1744637600_S,9,HOLD,0.98,1
2025_04_14_1744637600_S,10,HOLD,0.98,1
2025_04_14_1744637600_S,11,HOLD,0.98,1
2025_04_14_1744637600_S,12,HOLD,0.98,1
2025_04_14_1744637600_S,13,HOLD,0.95,1
2025_04_14_1744637600_S,14,HOLD,0.98,1
2025_04_14_1744637600_S,15,HOLD,0.99,1
2025_04_14_1744637600_S,16,HOLD,0.98,1
2025_04_14_1744637600_S,17,HOLD,0.97,1
2025_04_14_1744637600_S,18,HOLD,0.98,1
2025_04_14_1744637600_S,19,HOLD,0.98,1
2025_04_14_1744637600_S,20,HOLD,0.98,1
2025_04_14_1744637600_S,21,HOLD,0.95,1
2025_04_14_1744637600_S,22,HOLD,0.98,1
2025_04_14_1744637600_S,23,HOLD,0.98,1
2025_04_14_1744637600_S,24,HOLD,0.97,1
2025_04_14_1744637600_S,25,HOLD,0.98,1
2025_04_14_1744642560_S,0,HOLD,0.95,1
2025_04_14_1744642560_S,1,HOLD,0.95,1
2025_04_14_1744642560_S,2,HOLD,0.98,1
2025_04_14_1744642560_S,3,HOLD,0.95,1
2025_04_14_1744642560_S,4,HOLD,0.98,1
2025_04_14_1744642560_S,5,HOLD,0.92,1
2025_04_14_1744642560_S,6,HOLD,0.98,1
2025_04_14_1744642560_S,7,HOLD,0.98,1
2025_04_14_1744642560_S,8,HOLD,0.95,1
2025_04_14_1744642560_S,9,HOLD,0.95,1
2025_04_14_1744642560_S,10,HOLD,0.98,1
2025_04_14_1744642560_S,11,HOLD,0.98,1
2025_04_14_1744642560_S,12,HOLD,0.98,1
2025_04_14_1744642560_S,13,EXIT,0.85,1
2025_04_14_1744642560_S,14,HOLD,0.95,1
2025_04_14_1744642560_S,15,HOLD,0.95,1
2025_04_14_1744642560_S,16,HOLD,0.98,1
2025_04_14_1744642560_S,17,HOLD,0.98,1
2025_04_14_1744642560_S,18,HOLD,0.90,1
2025_04_14_1744642560_S,19,HOLD,0.95,1
2025_04_14_1744642560_S,20,HOLD,0.95,1
2025_04_14_1744642560_S,21,HOLD,0.95,1
2025_04_14_1744642560_S,22,HOLD,0.98,1
2025_04_14_1744642560_S,23,HOLD,0.98,1
2025_04_14_1744642560_S,24,HOLD,0.98,1
2025_04_14_1744642560_S,25,HOLD,0.98,1
2025_04_14_1744642560_S,26,HOLD,0.98,1
2025_04_14_1744642560_S,27,HOLD,0.98,1
2025_04_14_1744642560_S,28,HOLD,0.85,1
2025_04_14_1744642560_S,29,HOLD,0.98,1
2025_04_14_1744642560_S,30,HOLD,0.98,1
2025_04_14_1744642560_S,31,HOLD,0.99,1
2025_04_14_1744642560_S,32,HOLD,0.98,1
2025_04_14_1744642560_S,33,HOLD,0.98,1
2025_04_14_1744642560_S,34,HOLD,0.95,1
2025_04_14_1744642560_S,35,HOLD,0.95,1
2025_04_14_1744642560_S,36,HOLD,0.97,1
2025_04_14_1744642560_S,37,HOLD,0.95,1
2025_04_14_1744642560_S,38,HOLD,0.95,1
2025_04_14_1744642560_S,39,HOLD,0.97,1
2025_04_14_1744642560_S,40,HOLD,0.95,1
2025_04_14_1744642560_S,41,HOLD,0.92,1
2025_04_14_1744642560_S,42,HOLD,0.95,1
2025_04_14_1744642560_S,43,HOLD,0.92,1
2025_04_14_1744642560_S,44,HOLD,0.95,1
2025_04_14_1744642560_S,45,HOLD,0.93,1
2025_04_14_1744642560_S,46,HOLD,0.94,1
2025_04_14_1744642560_S,47,HOLD,0.95,1
2025_04_14_1744642560_S,48,HOLD,0.95,1
2025_04_14_1744642560_S,49,HOLD,0.98,1
2025_04_14_1744642560_S,50,HOLD,0.95,1
2025_04_14_1744642560_S,51,HOLD,0.93,1
2025_04_14_1744642560_S,52,HOLD,0.92,1
2025_04_14_1744642560_S,53,HOLD,0.95,1
2025_04_14_1744642560_S,54,HOLD,0.92,1
2025_04_14_1744642560_S,55,HOLD,0.96,1
2025_04_14_1744642560_S,56,HOLD,0.97,1
2025_04_14_1744642560_S,57,HOLD,0.98,1
2025_04_14_1744642560_S,58,HOLD,0.92,1
2025_04_14_1744642560_S,59,HOLD,0.98,1
2025_04_14_1744642560_S,60,HOLD,0.98,1
2025_04_14_1744643700_S,0,HOLD,0.95,0
2025_04_14_1744643700_S,1,HOLD,0.65,1
2025_04_14_1744643700_S,2,HOLD,0.75,1
2025_04_14_1744643700_S,3,HOLD,0.80,1
2025_04_14_1744643700_S,4,HOLD,0.75,1
2025_04_14_1744643700_S,5,HOLD,0.75,1
2025_04_14_1744643700_S,6,HOLD,0.75,1
2025_04_14_1744643700_S,7,HOLD,0.75,1
2025_04_14_1744643700_S,8,HOLD,0.75,1
2025_04_14_1744643700_S,9,HOLD,0.70,1
2025_04_14_1744643700_S,10,HOLD,0.95,1
2025_04_14_1744643700_S,11,HOLD,0.80,1
2025_04_14_1744643700_S,12,HOLD,0.85,1
2025_04_14_1744643700_S,13,HOLD,0.75,1
2025_04_14_1744643700_S,14,HOLD,0.90,1
2025_04_14_1744643700_S,15,HOLD,0.90,1
2025_04_14_1744643700_S,16,HOLD,0.85,1
2025_04_14_1744643700_S,17,HOLD,0.90,1
2025_04_14_1744643700_S,18,HOLD,0.95,1
2025_04_14_1744643700_S,19,HOLD,0.95,1
2025_04_14_1744643700_S,20,HOLD,0.95,1
2025_04_14_1744643700_S,21,HOLD,0.95,1
2025_04_14_1744643700_S,22,HOLD,0.95,1
2025_04_14_1744643700_S,23,HOLD,0.95,1
2025_04_14_1744643700_S,24,HOLD,0.95,1
2025_04_14_1744643700_S,25,HOLD,0.92,1
2025_04_14_1744643700_S,26,HOLD,0.85,1
2025_04_14_1744643700_S,27,HOLD,0.90,1
2025_04_14_1744643700_S,28,HOLD,0.93,1
2025_04_14_1744643700_S,29,HOLD,0.85,1
2025_04_14_1744643700_S,30,HOLD,0.98,1
2025_04_14_1744643700_S,31,HOLD,0.98,1
2025_04_14_1744643700_S,32,HOLD,0.98,1
2025_04_14_1744643700_S,33,HOLD,0.85,1
2025_04_14_1744643700_S,34,HOLD,0.98,1
2025_04_14_1744643700_S,35,HOLD,0.95,1
2025_04_14_1744643700_S,36,HOLD,0.85,1
2025_04_14_1744643700_S,37,HOLD,0.95,1
2025_04_14_1744643700_S,38,HOLD,0.95,1
2025_04_14_1744643700_S,39,HOLD,0.95,1
2025_04_14_1744643700_S,40,HOLD,0.98,1
2025_04_14_1744643700_S,41,HOLD,0.98,1
2025_04_14_1744643700_S,42,HOLD,0.95,1
2025_04_14_1744643700_S,43,HOLD,0.92,1
2025_04_14_1744643700_S,44,HOLD,0.98,1
2025_04_14_1744643700_S,45,HOLD,0.98,1
2025_04_14_1744643700_S,46,TRUNCATED,?,0
2025_04_14_1744643700_S,47,HOLD,0.98,1
2025_04_14_1744645025_S,0,HOLD,0.95,1
2025_04_14_1744645025_S,1,HOLD,0.95,1
2025_04_14_1744645025_S,2,HOLD,0.92,1
2025_04_14_1744645025_S,3,HOLD,0.93,1
2025_04_14_1744645025_S,4,HOLD,0.98,1
2025_04_14_1744645025_S,5,HOLD,0.98,1
2025_04_14_1744645025_S,6,HOLD,0.98,1
2025_04_14_1744645025_S,7,HOLD,0.98,1
2025_04_14_1744645025_S,8,HOLD,0.98,1
2025_04_14_1744645025_S,9,HOLD,0.98,1
2025_04_14_1744645025_S,10,HOLD,0.98,1
2025_04_14_1744645025_S,11,HOLD,0.98,1
2025_04_14_1744645025_S,12,HOLD,0.98,1
2025_04_14_1744645025_S,13,HOLD,0.95,1
2025_04_14_1744645025_S,14,HOLD,0.98,1
2025_04_14_1744645025_S,15,HOLD,0.98,1
2025_04_14_1744645025_S,16,HOLD,0.98,1
2025_04_14_1744645025_S,17,HOLD,0.98,1
2025_04_14_1744645025_S,18,HOLD,0.98,1
2025_04_14_1744645025_S,19,HOLD,0.98,1
2025_04_14_1744645025_S,20,HOLD,0.95,1
2025_04_14_1744645025_S,21,HOLD,0.95,1
2025_04_14_1744645025_S,22,HOLD,0.98,1
2025_04_14_1744645025_S,23,TRUNCATED,?,0
2025_04_14_1744645025_S,24,HOLD,0.97,1
2025_04_14_1744645025_S,25,HOLD,0.97,1
2025_04_16_1744811165_S,0,TRUNCATED,?,0
2025_04_16_1744811165_S,1,HOLD,0.60,1
2025_04_16_1744811165_S,2,HOLD,0.60,1
2025_04_16_1744811165_S,3,HOLD,0.60,1
2025_04_16_1744811165_S,4,HOLD,0.65,1
2025_04_16_1744811165_S,5,HOLD,0.65,1
2025_04_16_1744811165_S,6,HOLD,0.65,1
2025_04_16_1744811165_S,7,HOLD,0.65,1
2025_04_16_1744811165_S,8,HOLD,0.65,1
2025_04_16_1744811165_S,9,HOLD,0.70,1
2025_04_16_1744811165_S,10,HOLD,0.70,1
2025_04_16_1744811165_S,11,HOLD,0.75,1
2025_04_16_1744811165_S,12,HOLD,0.75,1
2025_04_16_1744811165_S,13,HOLD,0.75,1
2025_04_16_1744811165_S,14,HOLD,0.75,1
2025_04_16_1744811165_S,15,HOLD,0.75,1
2025_04_16_1744811165_S,16,HOLD,0.75,1
2025_04_16_1744811165_S,17,HOLD,0.75,1
2025_04_16_1744811165_S,18,HOLD,0.75,1
2025_04_16_1744811165_S,19,HOLD,0.75,1
2025_04_16_1744811165_S,20,HOLD,0.75,1
2025_04_16_1744811165_S,21,HOLD,0.75,1
2025_04_16_1744811165_S,22,HOLD,0.75,1
2025_04_16_1744811165_S,23,HOLD,0.75,1
2025_04_16_1744811165_S,24,HOLD,0.75,1
2025_04_16_1744811520_S,0,TRUNCATED,?,0
2025_04_16_1744811520_S,1,HOLD,0.65,1
2025_04_16_1744811520_S,2,HOLD,0.75,1
2025_04_16_1744811520_S,3,HOLD,0.75,1
2025_04_16_1744811520_S,4,HOLD,0.75,1
2025_04_16_1744811520_S,5,HOLD,0.75,1
2025_04_16_1744811520_S,6,HOLD,0.70,1
2025_04_16_1744811520_S,7,HOLD,0.75,1
2025_04_16_1744811520_S,8,HOLD,0.75,1
2025_04_16_1744811520_S,9,HOLD,0.75,1
2025_04_16_1744811520_S,10,HOLD,0.75,1
2025_04_16_1744811520_S,11,HOLD,0.75,1
2025_04_16_1744811520_S,12,HOLD,0.75,1
2025_04_16_1744811520_S,13,HOLD,0.75,1
2025_04_16_1744811520_S,14,HOLD,0.75,1
2025_04_16_1744811520_S,15,HOLD,0.70,1
2025_04_16_1744811520_S,16,HOLD,0.75,1
2025_04_16_1744811520_S,17,HOLD,0.70,1
2025_04_16_1744811520_S,18,HOLD,0.70,1
2025_04_16_1744811520_S,19,HOLD,0.75,1
2025_04_16_1744828930_S,0,HOLD,0.95,1
2025_04_16_1744828930_S,1,HOLD,0.95,1
2025_04_16_1744828930_S,2,HOLD,0.95,1
2025_04_16_1744828930_S,3,HOLD,0.92,1
2025_04_16_1744828930_S,4,HOLD,0.98,1
2025_04_16_1744828930_S,5,HOLD,0.98,1
2025_04_16_1744828930_S,6,HOLD,0.99,1
2025_04_16_1744828930_S,7,HOLD,0.98,1
2025_04_16_1744828930_S,8,HOLD,0.98,1
2025_04_16_1744828930_S,9,HOLD,0.99,1
2025_04_16_1744828930_S,10,HOLD,0.98,1
2025_04_16_1744828930_S,11,HOLD,0.98,1
2025_04_16_1744828930_S,12,HOLD,0.99,1
2025_04_16_1744828930_S,13,HOLD,0.99,1
2025_04_16_1744828930_S,14,HOLD,0.98,1
2025_04_16_1744828930_S,15,HOLD,0.98,1
2025_04_16_1744828930_S,16,HOLD,0.99,1
2025_04_16_1744828930_S,17,HOLD,0.99,1
2025_04_16_1744828930_S,18,HOLD,0.99,1
2025_04_16_1744828930_S,19,HOLD,0.98,1
2025_04_16_1744828930_S,20,HOLD,0.97,1
2025_04_16_1744828930_S,21,HOLD,0.99,1
2025_04_16_1744828930_S,22,HOLD,0.99,1
2025_04_16_1744828930_S,23,HOLD,0.99,1
2025_04_16_1744828930_S,24,HOLD,0.99,1
2025_04_16_1744828930_S,25,HOLD,0.95,1
2025_04_16_1744828930_S,26,HOLD,0.98,1
2025_04_16_1744828930_S,27,HOLD,0.98,1
2025_04_16_1744828930_S,28,HOLD,0.98,1
2025_04_16_1744828930_S,29,HOLD,0.98,1
2025_04_16_1744828930_S,30,HOLD,0.98,1
2025_04_16_1744828930_S,31,HOLD,0.98,1
2025_04_16_1744828930_S,32,HOLD,0.98,1
2025_04_16_1744828930_S,33,HOLD,0.98,1
2025_04_16_1744828930_S,34,HOLD,0.98,1
2025_04_16_1744828930_S,35,HOLD,0.98,1
2025_04_16_1744828930_S,36,HOLD,0.98,1
2025_04_16_1744828930_S,37,HOLD,0.98,1
2025_04_16_1744828930_S,38,HOLD,0.98,1
2025_04_16_1744828930_S,39,HOLD,0.98,1
2025_04_16_1744828930_S,40,HOLD,0.98,1
2025_04_16_1744828930_S,41,HOLD,0.98,1
2025_04_16_1744828930_S,42,HOLD,0.95,1
2025_04_16_1744828930_S,43,HOLD,0.99,1
2025_04_16_1744828930_S,44,HOLD,0.98,1
2025_04_16_1744828930_S,45,HOLD,0.97,1
2025_04_16_1744828930_S,46,HOLD,0.99,1
2025_04_16_1744828930_S,47,HOLD,0.98,1
2025_04_16_1744828930_S,48,HOLD,0.99,1
2025_04_16_1744828930_S,49,HOLD,0.97,1
2025_04_16_1744828930_S,50,HOLD,0.98,1
2025_04_16_1744828930_S,51,HOLD,0.98,1
2025_04_16_1744828930_S,52,HOLD,0.95,1
2025_04_16_1744828930_S,53,HOLD,0.95,1
2025_04_16_1744828930_S,54,HOLD,0.98,1
2025_04_16_1744828930_S,55,HOLD,0.98,1
2025_04_16_1744831290_S,0,TRUNCATED,?,0
2025_04_16_1744831290_S,1,HOLD,0.65,1
2025_04_16_1744831290_S,2,HOLD,0.70,1
2025_04_16_1744831290_S,3,HOLD,0.75,1
2025_04_16_1744831290_S,4,HOLD,0.80,1
2025_04_16_1744831290_S,5,HOLD,0.90,1
