feature,corr_concurrent_signed,corr_concurrent_abs,corr_lookback_return,corr_forward_return
L1_1m_vol_velocity_1b,-0.0015169819421069638,-0.010927079499566686,3.6779103016360024e-05,-0.007556429912497541
L1_1m_vol_accel_1b,-0.01343739876040349,0.004300544711468824,-0.010869945366991407,-0.0019098780512772637
L1_1m_bar_range,0.0037658848094749885,0.5737300548689293,-0.02101241333693283,0.02541686511828911
L1_1m_body,0.18347653587599363,-0.002845259213489067,0.10544631742223488,0.029493226810973498
L1_15s_price_velocity_1b,0.08603253169306772,0.0004978075283500066,0.043655918861274096,0.010337259851533016
L1_15s_price_accel_1b,0.002231961739561973,0.00271733522438863,-0.012306740490329716,-0.019566022556487418
L1_15s_vol_velocity_1b,0.013292002793792739,0.01931254174611725,0.005217852310641235,-0.010524711041739429
L1_15s_vol_accel_1b,0.014065052319946028,0.014649521233853175,0.004737789063263123,-0.007176116000137638
L1_15s_bar_range,-0.014774660718962048,0.5386001021138787,-0.033069896791819084,0.018682742758196313
L1_15s_body,0.08553572982035672,0.0025699266905027432,0.03973571347554546,0.011543089846648159
L1_5s_price_velocity_1b,0.05870829106406941,-0.0031698632583710236,0.03531984876983151,-0.006864060716258107
L1_5s_price_accel_1b,0.00993966279906655,-0.010384831636710603,0.007452191371884713,-0.01611380968811152
L1_5s_vol_velocity_1b,-0.001963357419692236,0.03812993252895727,0.00026062870394285995,-0.013177139035808489
L1_5s_vol_accel_1b,-0.009138480318164985,0.024221038330016226,-0.005634433157087355,-0.012472147597023258
L1_5s_bar_range,-0.010226059940445113,0.5252758812158961,-0.01653758715180771,0.012837012344883042
L1_5s_body,0.06252472538983415,0.001117976233045052,0.03139555394491436,-0.004649479096193177
L2_1D_price_velocity_w,-0.010871305321885032,-0.22105664599272906,-0.01085643145035821,-0.016978105202576154
L2_1D_price_accel_w,-0.012075403548589731,0.006068584308278626,-0.010735459028055224,-0.02118501069430172
L2_1D_vol_velocity_w,-0.019795112028474095,0.09922257385654125,-0.03437050666756616,-0.03186284644778879
L2_1D_vol_accel_w,-0.011062451670888115,2.647259916819577e-05,-0.020809905206438224,-0.018730976079469084
L2_1D_price_mean_w,-0.005389458773032529,-0.2867165714468288,-0.010072312559831879,-0.010943040049894796
L2_1D_price_sigma_w,0.00937860400366457,0.2921313312474595,0.01332165433183965,0.018148925621191147
L2_1D_vol_mean_w,0.004851959502404815,0.26836831630454877,0.001709644350592261,0.007700932675593305
L2_1D_vol_sigma_w,-0.00884707352613731,0.2714741364711673,-0.013458262611839144,-0.017657498519836428
L2_1D_vwap_w,-0.004022277615637068,-0.2852184676990922,-0.007921087380522494,-0.008778375151986201
L2_4h_price_velocity_w,-0.007376481055007964,-0.18058166466033806,0.002468492231298134,-0.01334279384236768
L2_4h_price_accel_w,0.021402871224712954,-0.009943581960942643,0.048992028208252235,0.03545167635198557
L2_4h_vol_velocity_w,-0.012810815332919959,-0.0024388015071425905,-0.01269721849342176,-0.026652619175852856
L2_4h_vol_accel_w,0.012924562732768352,0.0462452199683862,0.01327575368887824,0.0025857185022939446
L2_4h_price_mean_w,-0.005401360908203894,-0.29165921126240985,-0.01019018438793411,-0.010534272190563708
L2_4h_price_sigma_w,0.00870592530368897,0.29053309843600084,0.013793427729817521,0.014698982333213206
L2_4h_vol_mean_w,-0.00370441452929414,0.2681314146285589,-0.006368913558009894,-0.0070265802987326525
L2_4h_vol_sigma_w,-0.009168819550262431,0.24184872416886263,-0.010783139909440702,-0.011336828426442545
L2_4h_vwap_w,-0.004823525564893627,-0.29238807038827913,-0.009163490909080725,-0.009574347448944982
L2_1h_price_velocity_w,0.04566681933697377,-0.08318340803474145,0.1273649419632666,0.019232644594061408
L2_1h_price_accel_w,0.09196185079496129,-0.005800312441639845,0.27425947144572205,0.03286116744043411
L2_1h_vol_velocity_w,0.006545183943484021,0.3040783183587178,-0.009361603243600839,-0.005391384888792353
L2_1h_vol_accel_w,0.0013513133352629273,0.10440688173041607,-0.0067032319108138606,-0.012498551422732242
L2_1h_price_mean_w,-0.008222709129253809,-0.3067350234169853,-0.012687115319626442,-0.014284638926562765
L2_1h_price_sigma_w,0.0055202245858384505,0.22653812406303234,0.004948446228668782,0.0022733410298684314
L2_1h_vol_mean_w,-0.0006278507301237686,0.17779713071389752,-0.00923552535728169,-0.007019037954905134
L2_1h_vol_sigma_w,0.0011227603209796745,0.1831154000725597,-0.009719180324680256,-0.007238194791699464
L2_1h_vwap_w,-0.00725893738848224,-0.3072550955061326,-0.01024909449273116,-0.013916804050140957
L2_15m_price_velocity_w,0.23734233929860588,-0.03965170331458586,0.47667821148316863,0.014286350399238814
L2_15m_price_accel_w,0.3791759326901756,0.04860127913807485,0.35152992447695014,-0.005003644694471999
L2_15m_vol_velocity_w,-0.020826513792853524,0.20637672262473722,-0.044235080425047334,-0.0011406905690623532
L2_15m_vol_accel_w,-0.028886193185571292,0.03960960306532843,-0.019290339539892475,0.0002168770171084005
L2_15m_price_mean_w,-0.006379610709289152,-0.3106929830426091,-0.006689277872639272,-0.013076641331347809
L2_15m_price_sigma_w,0.04057941555549663,0.4263714938288078,0.048389840206785883,0.04404256818636246
L2_15m_vol_mean_w,0.008230359472568179,0.39825829203741575,-0.01289867422422184,-0.00167035787105854
L2_15m_vol_sigma_w,0.011314013088872936,0.34948483723048457,-0.010809498846582522,0.006693833737643757
L2_15m_vwap_w,-0.004896219504300239,-0.3105552671365651,-0.0026014543139777388,-0.013008575146073526
L2_5m_price_velocity_w,0.6359433702253906,0.02521980683298659,0.8639304538956825,0.013825231640283056
L2_5m_price_accel_w,0.31687792012438226,0.030171946055121905,-0.0012828732500990646,0.006916674108475226
L2_5m_vol_velocity_w,-0.05958729722688315,0.15505398108042326,-0.06440810252251969,0.009822950853348536
L2_5m_vol_accel_w,-0.024431431082283347,0.021102100745966607,0.0036449884399221157,0.002944253784569334
L2_5m_price_mean_w,-1.306341625559287e-05,-0.31105630421121455,0.011693016838889991,-0.012756483399554534
L2_5m_price_sigma_w,0.02933776201413658,0.6604656100072044,0.03587591281903656,0.01275319633958771
L2_5m_vol_mean_w,-0.003325377591627056,0.47343446286075547,-0.04557315181528009,-0.004216745186108829
L2_5m_vol_sigma_w,-0.011237585864961895,0.392967996224158,-0.044480066045100075,-0.0028986723101047866
L2_5m_vwap_w,0.0016012769117563358,-0.31090181409428685,0.014485533276246671,-0.012636791877245191
L2_1m_price_velocity_w,0.6590677525059466,0.029137371928355704,0.50318825305602,0.011937491823910554
L2_1m_price_accel_w,0.03943939430374605,-0.009525751200744944,-0.0016787032897519788,0.008407498255543114
L2_1m_vol_velocity_w,-0.039487694829303574,0.0641836387035909,-0.020479654422559897,0.008858690978861716
L2_1m_vol_accel_w,9.301316652498563e-05,0.0036930934782245946,-0.00146466941252497,-0.0006105736808387414
L2_1m_price_mean_w,0.007842196948571089,-0.3105520355106611,0.020914673842205696,-0.012601825551763651
L2_1m_price_sigma_w,0.012445419715678046,0.6307923789022183,0.00010221839978061317,0.009721750590302964
L2_1m_vol_mean_w,-0.027741922832922976,0.48957786149039434,-0.06224812570647537,0.0008360868810903421
L2_1m_vol_sigma_w,-0.02529089520085119,0.4151406856623499,-0.05216770970081995,0.0005190510392754961
L2_1m_vwap_w,0.00889299238206488,-0.31052598279614263,0.021940246893221712,-0.012558549306159836
L2_15s_price_velocity_w,0.329485357501625,-0.0057191065351989805,0.18999042733223007,0.019242832390717952
L2_15s_price_accel_w,-0.0025510026158750785,-0.009149457338398342,-0.002022043837663027,0.005649838535289474
L2_15s_vol_velocity_w,0.010294301252307408,0.029228876211733933,0.005565632537492603,-0.011928744442228092
L2_15s_vol_accel_w,0.012737076343611336,0.0411854672297383,0.0044184484974884,-0.010274511479427527
L2_15s_price_mean_w,0.013416804055879668,-0.3102978363427165,0.024838446575693996,-0.012487085514569703
L2_15s_price_sigma_w,0.010745062243410756,0.5486239502145593,-0.006374200214209295,0.013124086752530307
L2_15s_vol_mean_w,-0.02284710281506622,0.45851759754292276,-0.04334815530455201,-0.000290637948908395
L2_15s_vol_sigma_w,-0.011227817764876673,0.29020906106104744,-0.02621698590055673,-0.01012753725751799
L2_15s_vwap_w,0.013648449729014477,-0.3102785509846598,0.024993806682456463,-0.012483339622545886
L2_5s_price_velocity_w,0.1426376271091961,-0.007524959432661013,0.07891310000062479,0.035936500898019905
L2_5s_price_accel_w,0.007551983404309597,0.005875031763689943,0.014659547939241659,-0.007201363993083178
L2_5s_vol_velocity_w,0.0069673795277263055,0.01714710815953989,0.004825780054047359,-0.010510160885446014
L2_5s_vol_accel_w,-0.0048543724505422815,0.03649083974660304,-0.002307247463539864,-0.013141748485851961
L2_5s_price_mean_w,0.014318055993305111,-0.3102682388149161,0.02534033306520812,-0.012471427878567738
L2_5s_price_sigma_w,-0.0038466960674293726,0.4994817656914729,-0.0282288209953459,0.02804135964398529
L2_5s_vol_mean_w,-0.010449475285573022,0.34065249133523223,-0.028298736748114752,-0.004786929900264061
L2_5s_vol_sigma_w,-0.004612154164815384,0.20687474964599123,-0.01659929958145252,-0.009488557039389525
L2_5s_vwap_w,0.014385686372272864,-0.31028506096244834,0.02538398063463404,-0.01246595172491764
L3_1D_z_se_w,-0.01646268371808257,-0.02342173724725285,-0.013532806405729776,-0.026600075578601303
L3_1D_z_high_w,0.005933083980677656,0.0012260529191146317,0.009077316219055429,-0.0015672882040822262
L3_1D_z_low_w,0.010620611535674026,-0.0064444877506388025,0.020045873783613697,0.002270329990145223
L3_1D_SE_high_w,0.01808555876059953,0.2772754878267659,0.027129717215376332,0.027086971399565278
L3_1D_SE_low_w,0.03938515728960973,0.2337501938557472,0.052577279380225564,0.05047044206152088
L3_1D_hurst_w,-0.010978807759185857,0.053448271189973647,-0.010874807541382578,-0.009625647032401687
L3_1D_reversion_prob_w,0.023328356212080455,-0.0024266127473066656,0.028080050341840496,0.025404090773091404
L3_1D_swing_noise_w,0.008170481175179635,0.26997235328829217,0.014727583898091994,0.018155960192857343
L3_4h_z_se_w,-0.013172421171117735,-0.03242070119464501,0.00537021944861746,-0.025274814367490957
L3_4h_z_high_w,-0.01779467486555547,0.019932497347751186,-0.008131508424724418,-0.0329694710622065
L3_4h_z_low_w,-0.027074096967109624,-0.06397067105447446,-0.020693301239629074,-0.028003049253306957
L3_4h_SE_high_w,0.00530666197095302,0.2788134464773664,0.011814871082203061,0.01129708395137028
L3_4h_SE_low_w,0.005713829345446212,0.2813718892187877,0.012542526106438726,0.011274594866894774
L3_4h_hurst_w,-0.023517543251537112,-0.04025623317859092,-0.0358291298694891,-0.030906648675553754
L3_4h_reversion_prob_w,-0.0005561065601087704,-0.015769339128110165,-0.002276503130815361,-0.006986804553083052
L3_4h_swing_noise_w,0.016229487037247175,0.3186098502020231,0.02261412475980633,0.02271957323178896
L3_1h_z_se_w,0.0749443100663254,-0.024719454410487295,0.24354426512156196,-0.0028843482939334723
L3_1h_z_high_w,0.018387676356904387,-0.0005687866372941822,0.0942451737400594,0.006593292667765009
L3_1h_z_low_w,0.016927747293009984,-0.049695826655263654,0.1022211804887494,0.006705933978317273
L3_1h_SE_high_w,0.03327815335783909,0.2296047616213475,0.049290775248853565,0.0281389803722591
L3_1h_SE_low_w,0.013271126803742612,0.23476782824287176,0.001385989813128549,0.012906567434639167
L3_1h_hurst_w,-0.003222211001333944,0.07238289206062984,-0.002158320516159201,0.0066431336387689855
L3_1h_reversion_prob_w,0.003573283459170876,-0.1310680735111635,0.04227381035059619,-0.029115545547467786
L3_1h_swing_noise_w,0.006178886500630252,0.34752495068754274,0.006506585216505647,0.006601515307923366
L3_15m_z_se_w,0.3768711808089101,0.018178074527473477,0.46267656833975834,-0.014682980721867514
L3_15m_z_high_w,0.2679419813356255,0.036620795156574064,0.45471624020895246,-0.020300506849847338
L3_15m_z_low_w,0.2707524862695335,-0.010010159381350301,0.4491299138996283,-0.019596997538421503
L3_15m_SE_high_w,0.07125238116661986,0.44001444865557654,0.117651181142348,0.04023133672007912
L3_15m_SE_low_w,0.022474293625989517,0.43072448269833985,0.017168019154982814,0.0255165542270901
L3_15m_hurst_w,0.006187627391116299,-0.02619931786659339,0.005629747954047028,0.027907058731323296
L3_15m_reversion_prob_w,0.01779451930385451,-0.20468319896287218,0.02494167764398221,-0.007863367101640777
L3_15m_swing_noise_w,0.03154556444775067,0.39044085365249404,0.03734776014646271,0.0201325765345369
L3_5m_z_se_w,0.21982643176406128,0.00573885067501217,0.0069849151932266556,0.006501539586479164
L3_5m_z_high_w,0.22355285927616417,0.010165009248836543,0.007453422895623442,0.005494363105691332
L3_5m_z_low_w,0.21943667587653404,0.0022614888608401937,0.005025937899339434,0.0025864862587144156
L3_5m_SE_high_w,0.07236268677377419,0.5661477775010589,0.10086725872515553,0.009486944950242656
L3_5m_SE_low_w,0.010961116109816677,0.561110083737624,-0.0013261729166221716,0.011039521916445267
L3_5m_hurst_w,-0.004248106893912806,0.03832618549176586,-0.0013601057272664308,0.0008882788254461452
L3_5m_reversion_prob_w,0.012497100467641456,-0.056778277447517296,0.011783194922211722,-0.0036703395581393268
L3_5m_swing_noise_w,0.0367521200080479,0.5364414148935596,0.041793454957073525,0.03845425521361493
L3_1m_z_se_w,0.03155714242007473,-0.007285595993733505,-0.005248437393096376,0.008213648796626814
L3_1m_z_high_w,0.04066928669380301,-0.004351597392708908,-0.0023846838900216227,0.0031494650272768107
L3_1m_z_low_w,0.04036883523896882,-0.006012235672422308,0.002085486347734546,0.002705650610853972
L3_1m_SE_high_w,0.03643295956170446,0.5674614715243538,0.0299230348679111,0.013553347576005778
L3_1m_SE_low_w,-0.010538921556656528,0.5577193115789795,-0.015360432103510718,0.007169788877726236
L3_1m_hurst_w,0.02052691371352462,0.0948069989779037,0.011068630071721416,0.0008698468903647787
L3_1m_reversion_prob_w,0.011855262718952524,-0.01978895396053702,0.009485542630873907,0.001559081292466163
L3_1m_swing_noise_w,0.029776627397406046,0.6887507871715408,0.017431179907336596,0.01838126588377969
L3_15s_z_se_w,-0.011738075352359338,0.0003762727876875208,-0.005581087395173736,0.012078320603569979
L3_15s_z_high_w,-0.013542458815988683,-0.005139416912794753,-0.009636035028245019,0.01255444819848132
L3_15s_z_low_w,-0.01440991311830399,0.004455325628217983,-0.006040826330836123,0.009749356861121737
L3_15s_SE_high_w,0.02400624233603147,0.5521347681364771,-0.00790676997081766,0.017764623979207222
L3_15s_SE_low_w,-0.005330559084809517,0.547917113832096,-0.025267706855015698,0.022160315209142203
L3_15s_hurst_w,-0.012798213906639348,0.037419207468701525,-0.02027199460748587,-0.009004684750051919
L3_15s_reversion_prob_w,0.00010159935634009945,-0.011310069964855441,0.0034476100013123147,0.0004394166307297979
L3_15s_swing_noise_w,0.005273622106781734,0.6224617073002784,-0.012147731830278822,0.016221240613073867
L3_5s_z_se_w,0.007489674410997129,0.003496383956646301,0.008527650104956078,0.0005941630201927996
L3_5s_z_high_w,-0.0024083165261484674,0.01019901373959903,0.002902584061073713,-0.0007267297421605822
L3_5s_z_low_w,0.0013386367738282064,0.005461955642410295,0.0004263863878434119,0.004866875391987184
L3_5s_SE_high_w,-0.0006983817742250456,0.5018722518548362,-0.03637782515742345,0.01825727262735418
L3_5s_SE_low_w,-0.020807132254165254,0.4867885117221196,-0.04460532902834699,0.01863853588601772
L3_5s_hurst_w,-0.0073584928544271865,0.04622923530570974,-0.006168058559036505,0.0015825710554914173
L3_5s_reversion_prob_w,-0.002219486049844204,-0.0032348929206010733,-0.0013214052758176878,-0.0045264853856697975
L3_5s_swing_noise_w,0.0029802576613751235,0.5770977761907666,-0.01491621759674584,0.01880790848685249
