,price_velocity_1b,price_accel_1b,vol_velocity_1b,vol_accel_1b,bar_range,body,price_velocity_w,price_accel_w,vol_velocity_w,vol_accel_w,price_mean_w,price_sigma_w,vol_mean_w,vol_sigma_w,vwap_w,z_se_w,z_high_w,z_low_w,SE_high_w,SE_low_w,hurst_w,reversion_prob_w,swing_noise_w
price_mean_w,-0.010642311485483917,-0.002977774628856796,0.0007867325746111234,-0.00024318219594155212,-0.43070594898929304,-0.01398610968547025,0.03250223488523007,-0.028931404773398145,0.0033699677203004826,0.000536136463391037,1.0,-0.43517832395846046,-0.35652867733338317,-0.2645504071389845,0.999450205919362,-0.014429707468125977,-0.016621417623119517,-0.018165197106415988,-0.47766563986288574,-0.45222216140910726,-0.13635619546600838,-0.010538608711347576,-0.6033709788512654
price_sigma_w,0.019931817666649226,-0.0025950787270062436,-0.09952899336510632,-0.013570031715176373,0.4011440357979032,0.016907215614572018,0.10978125345695618,0.031092593114987136,0.05830618850159279,-0.12827168590905286,-0.43517832395846046,1.0,0.5383345728191199,0.4211440539639131,-0.43001178368534504,-0.006226901574477737,-0.052048067891937,0.052891762843620016,0.8706911521254592,0.8629144093899932,0.08919735275361071,0.015663874344202574,0.7153911295956421
vol_mean_w,-0.011356886654683176,0.006174144120206397,-0.23822139039391096,-0.043602033570735686,0.3225625365283884,-0.001133918273599118,-0.10907586504956335,0.020614176990486427,0.120409247908158,-0.33438598541563075,-0.35652867733338317,0.5383345728191199,1.0,0.9045243236798673,-0.3587842014514774,0.012800451914277543,-0.07502200523877817,0.1123781053993209,0.5245029210444585,0.5526532060655523,0.08700988010604027,0.10603658867999592,0.45627234612595413
vol_sigma_w,-0.011658478310164207,0.00655953575757017,-0.15843060808968068,-0.09026265059054796,0.3366915785522666,-0.006846623322251488,-0.0670055739404642,0.0072748859609881155,0.23246385736122874,-0.27821007871011805,-0.2645504071389845,0.4211440539639131,0.9045243236798673,1.0,-0.2681816888311265,-0.006760810581389915,-0.06664935742556624,0.05689230182814035,0.4192129555945322,0.44637738824045686,0.05301190690691586,0.030424549370701326,0.34973765071154983
vwap_w,-0.004744216063936452,-0.003859585882959427,0.0007563499495713139,-0.00010468779774726089,-0.43077717150986067,-0.009176019264918388,0.0385607739698284,-0.02463185305722713,0.0022603438269161967,0.0007772635526305707,0.999450205919362,-0.43001178368534504,-0.3587842014514774,-0.2681816888311265,1.0,-0.0072072449663502765,-0.00848093502621339,-0.010336403718579452,-0.4705116832143224,-0.44914180458886577,-0.135966633250157,-0.011021294770693794,-0.6012748091714543
z_se_w,0.5581011729186135,0.18905540275544377,-0.08592265507197604,-0.04574917596923886,-0.02905332115138734,0.5654900497763535,0.0004944032636260339,0.3986041791039584,-0.0061500436933088895,-0.047461814388438536,-0.014429707468125977,-0.006226901574477737,0.012800451914277543,-0.006760810581389915,-0.0072072449663502765,1.0,0.7898067674085361,0.8067898132187618,0.03571576527446393,0.0015770870790982898,-0.017754519372037054,0.08909056759672514,-0.006253798920236196
z_high_w,0.287841777047632,-0.0980697932265658,0.1486792936964661,0.10560422242995526,0.07020585802928547,0.2765466468184405,0.003962763469211966,0.2033073313871011,-0.015512301592466133,0.1099719371664616,-0.016621417623119517,-0.052048067891937,-0.07502200523877817,-0.06664935742556624,-0.00848093502621339,0.7898067674085361,1.0,0.7119505451636856,-0.008724643291302221,-0.03777293764210334,-0.02395669118369717,-0.10831836244836027,-0.012081848145679084
z_low_w,0.3103542583747722,-0.07787173516520662,-0.2605254480520374,-0.10591159916563618,-0.14361374645495142,0.300730989613554,0.00789815484221645,0.22753738604727655,-0.004589015870385516,-0.17712824767631366,-0.018165197106415988,0.052891762843620016,0.1123781053993209,0.05689230182814035,-0.010336403718579452,0.8067898132187618,0.7119505451636856,1.0,0.08243948952135939,0.05754633549095548,-0.019049948554315424,0.19387536007972817,0.008086839527511124
SE_high_w,0.09186578559913515,0.01842035363344927,-0.10805616669393465,-0.02711952989976012,0.408415430180043,0.08337610974118088,0.1776535601806322,0.07533369814404567,0.022739700473505844,-0.128603088817276,-0.47766563986288574,0.8706911521254592,0.5245029210444585,0.4192129555945322,-0.4705116832143224,0.03571576527446393,-0.008724643291302221,0.08243948952135939,1.0,0.8971188907131493,0.033829403385217956,0.04456942175262692,0.7046196912506201
SE_low_w,-0.009192828818113055,-0.01870107179106005,-0.1065528796331391,-0.02397888137340336,0.40372936140292065,-0.02182458359172905,0.05493014763857346,0.012895487332679614,0.03457754647120927,-0.13217024789623852,-0.45222216140910726,0.8629144093899932,0.5526532060655523,0.44637738824045686,-0.44914180458886577,0.0015770870790982898,-0.03777293764210334,0.05754633549095548,0.8971188907131493,1.0,0.029224735703364747,0.03915884702163103,0.7126425467318172
hurst_w,-0.005400222399143692,-0.0018790691981828496,-0.0011957898286335095,5.3540062612028584e-05,0.11248870616536386,-0.009775323567340132,-0.022191113210916026,-0.00015105033451998307,-0.011481885473858285,-0.0049621460454262615,-0.13635619546600838,0.08919735275361071,0.08700988010604027,0.05301190690691586,-0.135966633250157,-0.017754519372037054,-0.02395669118369717,-0.019049948554315424,0.033829403385217956,0.029224735703364747,1.0,0.06425787770762324,0.20946828517555485
reversion_prob_w,0.07299510214592428,0.04727685491902904,-0.33456497046343053,-0.11951372873253871,-0.38553725584245185,0.10138333226355882,0.024004853927796672,0.0561253171995757,-0.2799445874563649,-0.2569235365968606,-0.010538608711347576,0.015663874344202574,0.10603658867999592,0.030424549370701326,-0.011021294770693794,0.08909056759672514,-0.10831836244836027,0.19387536007972817,0.04456942175262692,0.03915884702163103,0.06425787770762324,1.0,0.001423317635150645
swing_noise_w,0.008314293277457259,0.0005710874188947212,-0.016665035616177503,-0.0038950607603087744,0.532000537121949,0.0046993376324069224,0.021385546288957478,0.000536820108388708,0.04817592631553515,-0.024224258092033907,-0.6033709788512654,0.7153911295956421,0.45627234612595413,0.34973765071154983,-0.6012748091714543,-0.006253798920236196,-0.012081848145679084,0.008086839527511124,0.7046196912506201,0.7126425467318172,0.20946828517555485,0.001423317635150645,1.0
