from,to,count,p_to_given_from
GENTLE_CONCAVE_UP,GENTLE_LINEAR_UP,15,0.0298
GENTLE_CONCAVE_UP,STEEP_CONCAVE_DOWN,13,0.0258
GENTLE_CONCAVE_UP,GENTLE_CONCAVE_DOWN,8,0.0159
GENTLE_CONCAVE_UP,STEEP_LINEAR_UP,3,0.006
GENTLE_CONCAVE_UP,STEEP_CONVEX_UP,1,0.002
GENTLE_CONVEX_DOWN,FLATLINE,99,0.2297
GENTLE_CONVEX_DOWN,GENTLE_CONCAVE_UP,93,0.2158
GENTLE_CONVEX_DOWN,STEEP_LINEAR_UP,59,0.1369
GENTLE_CONVEX_DOWN,NOISE,54,0.1253
GENTLE_CONVEX_DOWN,GENTLE_LINEAR_UP,54,0.1253
GENTLE_CONVEX_DOWN,GENTLE_CONCAVE_DOWN,22,0.051
GENTLE_CONVEX_DOWN,STEEP_CONCAVE_UP,20,0.0464
GENTLE_CONVEX_DOWN,GENTLE_CONVEX_UP,10,0.0232
GENTLE_CONVEX_DOWN,GENTLE_LINEAR_DOWN,9,0.0209
GENTLE_CONVEX_DOWN,STEEP_CONVEX_UP,4,0.0093
GENTLE_CONVEX_DOWN,STEEP_CONCAVE_DOWN,4,0.0093
GENTLE_CONVEX_DOWN,STEEP_CONVEX_DOWN,3,0.007
GENTLE_CONVEX_UP,FLATLINE,32,0.2832
GENTLE_CONVEX_UP,GENTLE_CONCAVE_UP,27,0.2389
GENTLE_CONVEX_UP,GENTLE_LINEAR_UP,16,0.1416
GENTLE_CONVEX_UP,NOISE,13,0.115
GENTLE_CONVEX_UP,STEEP_LINEAR_UP,11,0.0973
GENTLE_CONVEX_UP,STEEP_CONCAVE_UP,7,0.0619
GENTLE_CONVEX_UP,GENTLE_CONCAVE_DOWN,5,0.0442
GENTLE_CONVEX_UP,STEEP_CONVEX_UP,1,0.0088
GENTLE_CONVEX_UP,STEEP_LINEAR_DOWN,1,0.0088
GENTLE_LINEAR_DOWN,FLATLINE,47,0.2435
GENTLE_LINEAR_DOWN,STEEP_LINEAR_UP,32,0.1658
GENTLE_LINEAR_DOWN,GENTLE_CONCAVE_UP,30,0.1554
GENTLE_LINEAR_DOWN,NOISE,18,0.0933
GENTLE_LINEAR_DOWN,STEEP_CONCAVE_UP,17,0.0881
GENTLE_LINEAR_DOWN,GENTLE_LINEAR_UP,15,0.0777
GENTLE_LINEAR_DOWN,GENTLE_CONCAVE_DOWN,8,0.0415
GENTLE_LINEAR_DOWN,GENTLE_CONVEX_UP,7,0.0363
GENTLE_LINEAR_DOWN,STEEP_CONVEX_UP,6,0.0311
GENTLE_LINEAR_DOWN,STEEP_LINEAR_DOWN,4,0.0207
GENTLE_LINEAR_DOWN,GENTLE_CONVEX_DOWN,4,0.0207
GENTLE_LINEAR_DOWN,STEEP_CONCAVE_DOWN,3,0.0155
GENTLE_LINEAR_DOWN,STEEP_CONVEX_DOWN,2,0.0104
GENTLE_LINEAR_UP,FLATLINE,58,0.2661
GENTLE_LINEAR_UP,GENTLE_CONVEX_DOWN,42,0.1927
GENTLE_LINEAR_UP,STEEP_LINEAR_DOWN,38,0.1743
GENTLE_LINEAR_UP,NOISE,24,0.1101
GENTLE_LINEAR_UP,GENTLE_LINEAR_DOWN,22,0.1009
GENTLE_LINEAR_UP,GENTLE_CONVEX_UP,11,0.0505
GENTLE_LINEAR_UP,STEEP_CONVEX_DOWN,7,0.0321
GENTLE_LINEAR_UP,GENTLE_CONCAVE_UP,4,0.0183
GENTLE_LINEAR_UP,GENTLE_CONCAVE_DOWN,3,0.0138
GENTLE_LINEAR_UP,STEEP_CONCAVE_DOWN,3,0.0138
GENTLE_LINEAR_UP,STEEP_CONVEX_UP,2,0.0092
GENTLE_LINEAR_UP,STEEP_CONCAVE_UP,2,0.0092
GENTLE_LINEAR_UP,STEEP_LINEAR_UP,2,0.0092
NOISE,FLATLINE,196,0.22
NOISE,STEEP_LINEAR_DOWN,117,0.1313
NOISE,STEEP_LINEAR_UP,112,0.1257
NOISE,GENTLE_CONCAVE_UP,83,0.0932
NOISE,GENTLE_LINEAR_DOWN,64,0.0718
NOISE,GENTLE_LINEAR_UP,63,0.0707
NOISE,GENTLE_CONVEX_DOWN,61,0.0685
NOISE,STEEP_CONCAVE_UP,54,0.0606
NOISE,STEEP_CONVEX_DOWN,50,0.0561
NOISE,GENTLE_CONVEX_UP,36,0.0404
NOISE,GENTLE_CONCAVE_DOWN,26,0.0292
NOISE,STEEP_CONCAVE_DOWN,20,0.0224
NOISE,STEEP_CONVEX_UP,9,0.0101
STEEP_CONCAVE_DOWN,STEEP_LINEAR_DOWN,8,0.4211
STEEP_CONCAVE_DOWN,STEEP_CONVEX_DOWN,4,0.2105
STEEP_CONCAVE_DOWN,NOISE,3,0.1579
STEEP_CONCAVE_DOWN,FLATLINE,2,0.1053
STEEP_CONCAVE_DOWN,STEEP_LINEAR_UP,1,0.0526
STEEP_CONCAVE_DOWN,GENTLE_LINEAR_DOWN,1,0.0526
STEEP_CONCAVE_UP,FLATLINE,76,0.2428
STEEP_CONCAVE_UP,STEEP_LINEAR_DOWN,53,0.1693
STEEP_CONCAVE_UP,STEEP_CONVEX_DOWN,43,0.1374
STEEP_CONCAVE_UP,GENTLE_CONVEX_DOWN,39,0.1246
STEEP_CONCAVE_UP,NOISE,33,0.1054
STEEP_CONCAVE_UP,GENTLE_LINEAR_DOWN,17,0.0543
STEEP_CONCAVE_UP,GENTLE_CONVEX_UP,16,0.0511
STEEP_CONCAVE_UP,STEEP_CONCAVE_DOWN,14,0.0447
STEEP_CONCAVE_UP,STEEP_CONVEX_UP,9,0.0288
STEEP_CONCAVE_UP,STEEP_LINEAR_UP,6,0.0192
STEEP_CONCAVE_UP,GENTLE_CONCAVE_DOWN,4,0.0128
STEEP_CONCAVE_UP,GENTLE_LINEAR_UP,3,0.0096
STEEP_CONVEX_DOWN,FLATLINE,77,0.2637
STEEP_CONVEX_DOWN,STEEP_LINEAR_UP,56,0.1918
STEEP_CONVEX_DOWN,STEEP_CONCAVE_UP,47,0.161
STEEP_CONVEX_DOWN,GENTLE_CONCAVE_UP,35,0.1199
STEEP_CONVEX_DOWN,NOISE,28,0.0959
STEEP_CONVEX_DOWN,STEEP_CONVEX_UP,14,0.0479
STEEP_CONVEX_DOWN,GENTLE_LINEAR_UP,13,0.0445
STEEP_CONVEX_DOWN,GENTLE_CONCAVE_DOWN,7,0.024
STEEP_CONVEX_DOWN,STEEP_CONCAVE_DOWN,6,0.0205
STEEP_CONVEX_DOWN,GENTLE_CONVEX_UP,3,0.0103
STEEP_CONVEX_DOWN,GENTLE_CONVEX_DOWN,3,0.0103
STEEP_CONVEX_DOWN,STEEP_LINEAR_DOWN,2,0.0068
STEEP_CONVEX_DOWN,GENTLE_LINEAR_DOWN,1,0.0034
STEEP_CONVEX_UP,STEEP_LINEAR_UP,10,0.3571
STEEP_CONVEX_UP,STEEP_CONCAVE_UP,7,0.25
STEEP_CONVEX_UP,NOISE,4,0.1429
STEEP_CONVEX_UP,GENTLE_CONCAVE_UP,3,0.1071
STEEP_CONVEX_UP,FLATLINE,2,0.0714
STEEP_CONVEX_UP,GENTLE_LINEAR_UP,1,0.0357
STEEP_CONVEX_UP,GENTLE_CONCAVE_DOWN,1,0.0357
STEEP_LINEAR_DOWN,FLATLINE,39,0.2378
STEEP_LINEAR_DOWN,STEEP_CONCAVE_UP,32,0.1951
STEEP_LINEAR_DOWN,STEEP_LINEAR_UP,31,0.189
STEEP_LINEAR_DOWN,NOISE,20,0.122
STEEP_LINEAR_DOWN,GENTLE_CONCAVE_UP,16,0.0976
STEEP_LINEAR_DOWN,STEEP_CONVEX_UP,8,0.0488
STEEP_LINEAR_DOWN,GENTLE_LINEAR_DOWN,5,0.0305
STEEP_LINEAR_DOWN,GENTLE_CONCAVE_DOWN,5,0.0305
STEEP_LINEAR_DOWN,GENTLE_LINEAR_UP,3,0.0183
STEEP_LINEAR_DOWN,STEEP_CONCAVE_DOWN,2,0.0122
STEEP_LINEAR_DOWN,STEEP_CONVEX_DOWN,2,0.0122
STEEP_LINEAR_DOWN,GENTLE_CONVEX_DOWN,1,0.0061
STEEP_LINEAR_UP,FLATLINE,37,0.2534
STEEP_LINEAR_UP,GENTLE_CONVEX_DOWN,29,0.1986
STEEP_LINEAR_UP,NOISE,19,0.1301
STEEP_LINEAR_UP,STEEP_LINEAR_DOWN,17,0.1164
STEEP_LINEAR_UP,STEEP_CONVEX_DOWN,14,0.0959
STEEP_LINEAR_UP,GENTLE_LINEAR_DOWN,8,0.0548
STEEP_LINEAR_UP,STEEP_CONVEX_UP,6,0.0411
STEEP_LINEAR_UP,GENTLE_CONVEX_UP,6,0.0411
STEEP_LINEAR_UP,STEEP_CONCAVE_DOWN,4,0.0274
STEEP_LINEAR_UP,STEEP_CONCAVE_UP,3,0.0205
STEEP_LINEAR_UP,GENTLE_LINEAR_UP,3,0.0205
