**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

concept,tf,regime_2d,p_lag_1,p_lag_5,p_lag_10,half_life_k,half_life_str,asymptote
vol_velocity_w,5s,FLAT_CHOPPY,0.2652905198776758,0.27865052794231265,0.27446363160648873,1,1,0.2606354334948842
price_velocity_1b,5s,DOWN_CHOPPY,0.26132930513595165,0.22887864823348694,0.2328125,1,1,0.24222585924713586
body,1m,FLAT_SMOOTH,0.258306036499766,0.27146946564885494,0.24644084437898872,1,1,0.24175257731958763
vol_velocity_w,5s,UP_CHOPPY,0.2579013906447535,0.26108998732572875,0.2483912483912484,1,1,0.23809523809523808
price_velocity_w,5s,UP_CHOPPY,0.25738916256157635,0.2506234413965087,0.27054361567635904,1,1,0.24444444444444444
price_velocity_1b,5s,DOWN_SMOOTH,0.2550644567219153,0.25497630331753557,0.25658536585365854,1,1,0.2481827622014538
body,5m,DOWN_CHOPPY,0.25368248772504093,0.2512396694214876,0.24579124579124578,1,1,0.23498233215547704
price_velocity_1b,5m,DOWN_CHOPPY,0.25165562913907286,0.2525083612040134,0.24872231686541738,1,1,0.2375
body,1m,DOWN_CHOPPY,0.25,0.2341880341880342,0.25996533795493937,1,1,0.236983842010772
vol_velocity_w,5s,FLAT_SMOOTH,0.2486160040261701,0.24141465914915428,0.2547268907563025,1,1,0.24848818031885653
price_velocity_w,5s,DOWN_SMOOTH,0.2484472049689441,0.2470960929250264,0.23043478260869565,1,1,0.25287356321839083
price_velocity_1b,1m,FLAT_SMOOTH,0.24772036474164133,0.261340206185567,0.24271330153683096,1,1,0.22684414864115363
price_velocity_w,5s,FLAT_SMOOTH,0.24659606656580937,0.24651882413615264,0.2523809523809524,1,1,0.2344097995545657
price_velocity_1b,1m,DOWN_CHOPPY,0.24581939799331104,0.23509369676320271,0.2607944732297064,1,1,0.23877917414721722
price_velocity_w,5s,DOWN_CHOPPY,0.23960066555740434,0.22765598650927488,0.22487223168654175,1,1,0.26258992805755393
