**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

tf,modifier,target,modifier_q,n,target_mean,target_std,target_corr_fwd
1h,hurst_w,z_high_w,0,11726,0.05800071430631468,1.1382354590809858,0.023815664927999292
1h,hurst_w,z_high_w,1,11720,0.009900280700507927,1.1376389091457588,-0.0027041896062554617
1h,hurst_w,z_high_w,2,11740,-0.04513873316515245,1.0584570671335416,0.02389376053357926
1h,hurst_w,z_high_w,3,11731,0.00944645303024879,1.01865318430752,-0.015931335710936762
1h,hurst_w,z_low_w,0,11726,-0.010644463274031252,1.152051061881143,-0.0063788208190211455
1h,hurst_w,z_low_w,1,11720,-0.046040470081423444,1.1064439273205164,-0.002751775389397623
1h,hurst_w,z_low_w,2,11740,-0.10569330064738491,1.0723635095188244,0.03787296808392281
1h,hurst_w,z_low_w,3,11731,-0.06081995735551811,1.0370633286919213,-0.0048039881159902195
1h,reversion_prob_w,price_velocity_1b,0,11686,-3.4962348108848196,113.31329889332017,0.000933790352953152
1h,reversion_prob_w,price_velocity_1b,1,11698,3.210677038810053,49.18320170554541,0.009515594345922656
1h,reversion_prob_w,price_velocity_1b,2,11701,2.53318092470729,38.632082917282844,-0.010940189207610725
1h,reversion_prob_w,price_velocity_1b,3,11700,0.9097435897435897,42.74786200904684,-0.0014974576375517588
1h,reversion_prob_w,price_velocity_w,0,11686,-0.18126212276798442,18.896708804803296,-0.011704745836173775
1h,reversion_prob_w,price_velocity_w,1,11698,2.109618097110617,22.99714656957556,0.016956242286317397
1h,reversion_prob_w,price_velocity_w,2,11701,1.1569994581800558,20.4029124279284,0.062367232857728105
1h,reversion_prob_w,price_velocity_w,3,11700,-0.037873931623931816,19.260320107368646,0.01911034164958874
1h,reversion_prob_w,body,0,11686,-3.727451651548862,103.42043395470556,0.0030160006320267747
1h,reversion_prob_w,body,1,11698,3.045221405368439,48.66791793293827,0.00767846110482849
1h,reversion_prob_w,body,2,11701,2.286877189983762,38.696606070586455,-0.01459114852643605
1h,reversion_prob_w,body,3,11700,0.9649786324786325,42.72025589680418,-0.0025884167117569113
1h,reversion_prob_w,price_accel_w,0,11686,-0.39295774145701406,10.964480464279607,0.0020780741929066334
1h,reversion_prob_w,price_accel_w,1,11698,0.11991022020651496,6.954005093904205,0.08714558316259335
1h,reversion_prob_w,price_accel_w,2,11701,0.2821313485613255,5.941791278954994,0.05754114189345296
1h,reversion_prob_w,price_accel_w,3,11700,0.005284900284900269,7.1576567903900665,0.025840903632063195
1h,reversion_prob_w,price_accel_1b,0,11686,-2.9319698784870787,121.61587557247228,0.016156152039144184
1h,reversion_prob_w,price_accel_1b,1,11698,-0.7364506753291161,100.4117743360972,-0.040981362470170805
1h,reversion_prob_w,price_accel_1b,2,11701,1.4269079565849072,73.97571053767496,-0.056030975776925764
1h,reversion_prob_w,price_accel_1b,3,11700,2.368333333333333,85.61167897128318,0.0011728057614730958
1h,reversion_prob_w,z_se_w,0,11686,-0.07272172979060776,1.734218341112323,0.009392070266423821
1h,reversion_prob_w,z_se_w,1,11698,0.004981102468750524,1.0465276881172654,-0.005397722880264774
1h,reversion_prob_w,z_se_w,2,11701,0.009249893576535863,0.6375879940560514,-0.027723349567465815
1h,reversion_prob_w,z_se_w,3,11700,0.0007548408098520733,0.24616184025796703,-0.03133080448000936
1h,reversion_prob_w,z_high_w,0,11686,0.19782655060088986,1.5168067006506694,0.011390397917732003
1h,reversion_prob_w,z_high_w,1,11698,-0.0470459164108482,1.1106666452705658,0.007689550833120244
1h,reversion_prob_w,z_high_w,2,11701,-0.03674065926934896,0.848945710981942,0.007675608091851601
1h,reversion_prob_w,z_high_w,3,11700,-0.08169461916110721,0.6701081762762156,-0.01744396658634217
1h,reversion_prob_w,z_low_w,0,11686,-0.304982346067895,1.50999116689544,0.021545644153172696
1h,reversion_prob_w,z_low_w,1,11698,0.012640756965295898,1.113119816577203,0.00971675175031202
1h,reversion_prob_w,z_low_w,2,11701,0.031145839128941713,0.8518090102707965,-0.0004052210628445653
1h,reversion_prob_w,z_low_w,3,11700,0.03752670466059275,0.6743853583970235,-0.008532064757021913
1h,swing_noise_w,price_velocity_1b,0,11638,0.8996605946038838,29.71527889065985,-0.08152168643035064
1h,swing_noise_w,price_velocity_1b,1,11568,0.4711704702627939,43.37491356486283,0.046987008129806565
1h,swing_noise_w,price_velocity_1b,2,11662,0.6054921968787516,55.86068107656995,-0.016242984261474826
1h,swing_noise_w,price_velocity_1b,3,11701,1.3796470387146398,112.41965232286722,0.002423773598697472
1h,swing_noise_w,price_velocity_w,0,11638,0.37540277539096073,6.229352478357499,-0.043827431268320116
1h,swing_noise_w,price_velocity_w,1,11568,1.5917689603503917,10.238582012744041,0.021234613814005827
1h,swing_noise_w,price_velocity_w,2,11662,2.1370226662093406,14.680244285728323,0.03318454429548726
1h,swing_noise_w,price_velocity_w,3,11701,-0.873566717944335,36.16678374274262,0.0231832461246151
1h,swing_noise_w,body,0,11638,0.9341381680701152,29.52133276235103,-0.08681683851271864
1h,swing_noise_w,body,1,11568,0.43460408022130015,43.07417465506807,0.0475558949976641
1h,swing_noise_w,body,2,11662,0.9773623735208369,54.72368414876825,-0.021455122281430077
1h,swing_noise_w,body,3,11701,0.4375694385095291,103.01448524204837,0.004423325212432331
1h,swing_noise_w,price_accel_w,0,11638,0.01722804605602337,3.5052299108811287,-0.059068576815133236
1h,swing_noise_w,price_accel_w,1,11568,-0.039948565006915626,5.380461458062042,0.035674151180566584
1h,swing_noise_w,price_accel_w,2,11662,-0.15689132795975533,6.834096979328792,0.01170484984015864
1h,swing_noise_w,price_accel_w,3,11701,0.21482138278779592,12.912785178901304,0.04889970899421665
1h,swing_noise_w,price_accel_1b,0,11638,0.33160766454717305,44.0386625652336,-0.07842523011151845
1h,swing_noise_w,price_accel_1b,1,11568,-1.10740836791148,62.95795073797881,0.0005575987369566047
1h,swing_noise_w,price_accel_1b,2,11662,0.23765220373863832,77.53525793707,-0.024051599842747844
1h,swing_noise_w,price_accel_1b,3,11701,0.711263994530382,160.04235429000374,-0.005954768009462754
1h,swing_noise_w,z_se_w,0,11638,0.02258944706471129,1.0496489222322423,-0.05420608060456021
1h,swing_noise_w,z_se_w,1,11568,-0.01421858139377629,1.0606354047771254,0.07838413647052794
1h,swing_noise_w,z_se_w,2,11662,-0.04225585355816649,1.1052022830811832,-0.0026640615094259473
1h,swing_noise_w,z_se_w,3,11701,-0.02040076656065692,1.0562648936682573,-0.03494855678677106
1h,swing_noise_w,z_high_w,0,11638,0.04786798707465573,1.0677916829503604,0.007426069626801156
1h,swing_noise_w,z_high_w,1,11568,0.02417220554028184,1.0796777052933813,0.08218916780844115
1h,swing_noise_w,z_high_w,2,11662,-0.02107712610886582,1.1219998446681467,0.003271541632604852
1h,swing_noise_w,z_high_w,3,11701,-0.014751999935995857,1.085323835881079,-0.03573188967901101
1h,swing_noise_w,z_low_w,0,11638,-0.04183570418006319,1.0554836765378668,-0.019673104656290116
1h,swing_noise_w,z_low_w,1,11568,-0.06724401705356216,1.0934863169934852,0.07266123270210739
1h,swing_noise_w,z_low_w,2,11662,-0.09403015167229321,1.1346999663858608,0.02189915939697117
1h,swing_noise_w,z_low_w,3,11701,-0.020872267430029852,1.0864267971412267,-0.03215046506655773
1h,bar_range,price_velocity_1b,0,11562,2.298521017125065,35.554344347511716,-0.021922937633128366
1h,bar_range,price_velocity_1b,1,11756,1.7079789043892482,20.038798369160123,-0.05680776846176779
1h,bar_range,price_velocity_1b,2,11867,2.839434837621257,37.309168728498776,0.006548140011289349
1h,bar_range,price_velocity_1b,3,11732,-3.5554679509035116,124.37786697990427,0.005196437687248654
1h,bar_range,price_velocity_w,0,11562,4.019973836706452,12.25880934402814,-0.03138070934560785
1h,bar_range,price_velocity_w,1,11756,2.586758649680802,14.780103920323878,0.030437543850919124
1h,bar_range,price_velocity_w,2,11867,0.4335140171084949,17.48994687023607,-0.03207943956720531
1h,bar_range,price_velocity_w,3,11732,-3.946962902858444,31.03918142779974,0.04285509141309879
1h,bar_range,body,0,11562,1.2015222279882374,11.443830142548371,-0.052138065720751886
1h,bar_range,body,1,11756,1.6295721333787003,19.738892537164414,-0.05557177176623761
1h,bar_range,body,2,11867,2.6571585067835173,36.48725396137582,0.004277195644486463
1h,bar_range,body,3,11732,-2.8052974769860213,120.35185930515769,0.004841872362403587
1h,bar_range,price_accel_w,0,11562,-0.09974305195179614,5.412298825341761,-0.02820002093449891
1h,bar_range,price_accel_w,1,11756,0.035302311331509344,4.974402538726668,0.04467020456555189
1h,bar_range,price_accel_w,2,11867,0.32319280935038536,6.264903146303036,0.017685408877880004
1h,bar_range,price_accel_w,3,11732,-0.2485269180346557,12.71666602637388,0.042968760109505004
1h,bar_range,price_accel_1b,0,11562,-1.6761373464798477,52.331262695378115,0.0070510989486907705
1h,bar_range,price_accel_1b,1,11756,-3.229159578087785,40.71549682390736,-0.06552574276519908
1h,bar_range,price_accel_1b,2,11867,0.5311682834247153,66.82600165126598,0.0031637264878145643
1h,bar_range,price_accel_1b,3,11732,4.549936006825939,169.4511899874961,-0.014202079534932383
1h,bar_range,z_se_w,0,11562,-0.05592354812587341,0.8482757731169175,-0.03609261652197872
1h,bar_range,z_se_w,1,11756,0.038460459589629535,0.9127477015531386,-0.024769305125954575
1h,bar_range,z_se_w,2,11867,0.0291821247357104,1.0611241978913943,0.038249147506358085
1h,bar_range,z_se_w,3,11732,-0.07027271093592843,1.3706890296986176,-0.007601580597929334
1h,bar_range,z_high_w,0,11562,-0.12574887974053775,0.9164981939714787,-0.04795004612799701
1h,bar_range,z_high_w,1,11756,0.014695862837741904,0.9618055746364195,-0.001469165134689892
1h,bar_range,z_high_w,2,11867,0.039960585892109636,1.0860972848356676,0.059395582947936114
1h,bar_range,z_high_w,3,11732,0.10127803123334192,1.3324296101659856,-0.005944090478987155
1h,bar_range,z_low_w,0,11562,0.0003172346442776265,0.9085308028384885,-0.023881116467597014
1h,bar_range,z_low_w,1,11756,0.09596738805196392,0.9878533756097146,0.009743233458945746
1h,bar_range,z_low_w,2,11867,0.015604854638222953,1.1128885220010178,0.04143534043176988
1h,bar_range,z_low_w,3,11732,-0.3351684982896939,1.275537429230304,0.003256687642146148
1h,price_sigma_w,price_velocity_1b,0,11692,1.2042849811837153,26.33511048803297,-0.00444842201732941
1h,price_sigma_w,price_velocity_1b,1,11700,1.2961965811965812,40.387802043563525,-0.024908001139882393
1h,price_sigma_w,price_velocity_1b,2,11688,-0.9727284394250514,61.8795347412105,0.021321775752053275
1h,price_sigma_w,price_velocity_1b,3,11705,1.6325929090132423,111.49608908146415,-0.0013726632400622328
1h,price_sigma_w,price_velocity_w,0,11692,1.0786096618770669,5.411001054383563,0.009516631626663554
1h,price_sigma_w,price_velocity_w,1,11700,1.287070868945869,8.367496580338935,0.007818820791290034
1h,price_sigma_w,price_velocity_w,2,11688,1.3713636233870046,13.006148005492143,0.003978868031770621
1h,price_sigma_w,price_velocity_w,3,11705,-0.6869500213583951,37.47333026155741,0.027482121851582563
1h,price_sigma_w,body,0,11692,1.1780490933971948,26.25659592252806,-0.0023297995765057355
1h,price_sigma_w,body,1,11700,1.2857264957264958,40.265109380784786,-0.026631921821979616
1h,price_sigma_w,body,2,11688,-0.7051249144421629,60.679232175464875,0.020805613572473944
1h,price_sigma_w,body,3,11705,0.8148440837249039,102.00969563577145,-0.0011588042125284866
1h,price_sigma_w,price_accel_w,0,11692,-0.3068854059755959,4.984936233064417,-0.0033395356826859536
1h,price_sigma_w,price_accel_w,1,11700,-0.02875890313390314,5.5252427954738295,0.012310238089804821
1h,price_sigma_w,price_accel_w,2,11688,-0.11572645176040243,7.469401721661131,0.01818880893595597
1h,price_sigma_w,price_accel_w,3,11705,0.46503630926954304,11.990033604829833,0.05130604795747442
1h,price_sigma_w,price_accel_1b,0,11692,-0.006115292507697571,38.31308015653126,-0.025494591792387573
1h,price_sigma_w,price_accel_1b,1,11700,1.7079059829059828,59.23359749424999,-0.04737864019943538
1h,price_sigma_w,price_accel_1b,2,11688,-2.6397373374401094,86.05793265867524,0.006216833996408929
1h,price_sigma_w,price_accel_1b,3,11705,1.0653566851772747,158.98690481810925,-0.011124114022364549
1h,price_sigma_w,z_se_w,0,11692,0.05002351233422322,1.0622472542624892,-0.003391639310211436
1h,price_sigma_w,z_se_w,1,11700,-0.035881401181702244,1.0861905843958877,0.022765829958321625
1h,price_sigma_w,z_se_w,2,11688,-0.05880563126870803,1.1060806294478909,0.021592719130143927
1h,price_sigma_w,z_se_w,3,11705,-0.01300596749734689,1.016891516283833,-0.03375850319524799
