level,parent_motif_idx,seg_idx,start_ts,end_ts,start_iso,end_iso,length_min,slope_pts_per_min,mean_sigma,sigma_rank_mid,r2adj,shape_class,shape_pearson_r,peak_abs_z,tod_start_hour_utc,net_move_pts,day,split,sequence_position,prev_seg_shape,next_seg_idx,next_seg_continued,ride_pnl_pts,fade_pnl_pts,max_mfe_ride_pts,max_mae_ride_pts,max_mfe_fade_pts,max_mae_fade_pts,time_to_max_z_min,time_to_revert_min,resolved_as_cascade,extended_60m,extended_120m
melody,6,2,1735854600,1735854900,2025-01-02T21:50:00+00:00,2025-01-02T21:55:00+00:00,5.0,0.0167,5.662,0.066,-0.026,FLATLINE,0.0,2.001,21,-0.75,2025_01_02,IS,2,FLATLINE,0,False,-0.75,0.75,0.0,-4.75,4.75,-0.0,1.5,1.58,False,False,False
melody,6,3,1735854900,1735862395,2025-01-02T21:55:00+00:00,2025-01-02T23:59:55+00:00,124.92,-0.2286,8.209,0.325,0.651,LINEAR_DOWN,0.99,4.032,21,-19.0,2025_01_02,IS,3,FLATLINE,-1,False,19.0,-19.0,37.5,-3.0,3.0,-37.5,113.92,115.83,True,True,True
melody,0,0,1735862400,1735866900,2025-01-03T00:00:00+00:00,2025-01-03T01:15:00+00:00,75.0,,16.551,0.777,0.825,NOISE,-999.0,2.111,0,78.25,2025_01_03,IS,0,NONE,-1,False,0.0,-0.0,85.75,-6.75,6.75,-85.75,69.33,,False,True,False
melody,1,0,1735866900,1735869600,2025-01-03T01:15:00+00:00,2025-01-03T02:00:00+00:00,45.0,-0.1932,7.389,0.288,0.218,EXPONENTIAL_DOWN,0.97,3.106,1,-16.5,2025_01_03,IS,0,NONE,-1,False,16.5,-16.5,34.25,-1.0,1.0,-34.25,30.92,31.5,False,False,False
melody,2,0,1735869600,1735872300,2025-01-03T02:00:00+00:00,2025-01-03T02:45:00+00:00,45.0,0.2284,7.608,0.765,0.099,EXPONENTIAL_UP,0.982,2.258,2,12.25,2025_01_03,IS,0,NONE,2,False,12.25,-12.25,25.75,-0.25,0.25,-25.75,27.5,28.58,False,False,False
melody,2,1,1735872300,1735872600,2025-01-03T02:45:00+00:00,2025-01-03T02:50:00+00:00,5.0,-0.1611,5.462,0.014,0.622,FLATLINE,0.0,1.556,2,-7.5,2025_01_03,IS,1,EXPONENTIAL_UP,1,False,7.5,-7.5,8.25,-2.0,2.0,-8.25,4.33,,False,False,False
melody,2,2,1735872600,1735876200,2025-01-03T02:50:00+00:00,2025-01-03T03:50:00+00:00,60.0,0.2991,7.757,0.982,0.403,EXPONENTIAL_UP,0.996,2.811,2,24.25,2025_01_03,IS,2,FLATLINE,0,False,24.25,-24.25,31.0,-6.75,6.75,-31.0,36.0,,False,True,False
melody,2,3,1735876200,1735876800,2025-01-03T03:50:00+00:00,2025-01-03T04:00:00+00:00,10.0,-0.1472,2.713,0.025,0.228,FLATLINE,0.0,3.277,3,-3.75,2025_01_03,IS,3,EXPONENTIAL_UP,-1,False,3.75,-3.75,8.25,-0.25,0.25,-8.25,8.75,9.0,False,False,False
melody,3,0,1735876800,1735879500,2025-01-03T04:00:00+00:00,2025-01-03T04:45:00+00:00,45.0,-0.2414,4.327,0.485,0.507,LINEAR_DOWN,0.992,3.396,4,-15.25,2025_01_03,IS,0,NONE,-1,False,15.25,-15.25,19.25,-4.5,4.5,-19.25,44.25,,False,False,False
melody,4,0,1735879500,1735882800,2025-01-03T04:45:00+00:00,2025-01-03T05:40:00+00:00,55.0,-0.351,7.333,0.984,0.218,LINEAR_DOWN,0.984,3.505,4,-5.0,2025_01_03,IS,0,NONE,2,False,5.0,-5.0,26.25,-5.75,5.75,-26.25,37.17,37.42,False,False,False
melody,4,1,1735882800,1735883405,2025-01-03T05:40:00+00:00,2025-01-03T05:50:05+00:00,10.08,0.1405,4.614,0.385,0.294,FLATLINE,0.0,1.991,5,1.0,2025_01_03,IS,1,LINEAR_DOWN,1,True,1.0,-1.0,2.75,-6.5,6.5,-2.75,3.58,8.42,False,False,False
melody,4,2,1735883405,1735887600,2025-01-03T05:50:05+00:00,2025-01-03T07:00:00+00:00,69.92,0.2721,6.13,0.524,0.703,EXPONENTIAL_UP,0.996,3.638,5,9.75,2025_01_03,IS,2,FLATLINE,0,False,9.75,-9.75,25.5,-12.0,12.0,-25.5,42.58,46.08,False,True,False
melody,4,3,1735887600,1735889400,2025-01-03T07:00:00+00:00,2025-01-03T07:30:00+00:00,30.0,-0.3083,8.298,0.791,0.005,LINEAR_DOWN,0.982,3.264,7,-4.25,2025_01_03,IS,3,EXPONENTIAL_UP,-1,False,4.25,-4.25,28.75,-5.25,5.25,-28.75,12.58,12.92,False,False,False
melody,5,0,1735889400,1735890000,2025-01-03T07:30:00+00:00,2025-01-03T07:40:00+00:00,10.0,-0.0806,7.853,0.452,0.483,FLATLINE,0.0,0.93,7,0.75,2025_01_03,IS,0,NONE,1,False,-0.75,0.75,6.0,-5.0,5.0,-6.0,0.92,3.33,False,False,False
melody,5,1,1735890000,1735892700,2025-01-03T07:40:00+00:00,2025-01-03T08:25:00+00:00,45.0,0.4716,8.607,0.114,0.513,LINEAR_UP,0.986,5.401,7,13.5,2025_01_03,IS,1,FLATLINE,0,False,13.5,-13.5,37.25,-3.0,3.0,-37.25,34.67,37.25,False,False,False
melody,5,2,1735892700,1735893000,2025-01-03T08:25:00+00:00,2025-01-03T08:30:00+00:00,5.0,-0.3056,10.657,0.807,0.903,FLATLINE,0.0,2.457,8,-25.0,2025_01_03,IS,2,LINEAR_UP,-1,False,25.0,-25.0,25.0,-1.75,1.75,-25.0,5.0,,False,False,False
melody,6,0,1735893000,1735895100,2025-01-03T08:30:00+00:00,2025-01-03T09:05:00+00:00,35.0,-0.5675,16.841,0.981,0.471,EXPONENTIAL_DOWN,0.986,2.92,8,20.0,2025_01_03,IS,0,NONE,1,False,-20.0,20.0,11.25,-20.25,20.25,-11.25,34.67,,False,False,False
melody,6,1,1735895100,1735898400,2025-01-03T09:05:00+00:00,2025-01-03T10:00:00+00:00,55.0,0.7697,15.231,0.915,0.225,LINEAR_UP,0.989,3.508,9,27.0,2025_01_03,IS,1,EXPONENTIAL_DOWN,0,False,27.0,-27.0,42.5,0.0,-0.0,-42.5,20.08,25.08,False,False,False
melody,6,2,1735898400,1735901100,2025-01-03T10:00:00+00:00,2025-01-03T10:45:00+00:00,45.0,-0.4117,7.915,0.376,0.409,EXPONENTIAL_DOWN,0.984,3.784,10,-17.5,2025_01_03,IS,2,LINEAR_UP,-1,False,17.5,-17.5,29.0,-0.0,0.0,-29.0,26.83,28.0,False,False,False
melody,7,0,1735901100,1735902900,2025-01-03T10:45:00+00:00,2025-01-03T11:15:00+00:00,30.0,-0.5278,8.198,0.908,0.779,EXPONENTIAL_DOWN,0.98,4.319,10,-25.5,2025_01_03,IS,0,NONE,-1,False,25.5,-25.5,34.75,-2.0,2.0,-34.75,25.0,,False,False,False
melody,8,0,1735902900,1735904100,2025-01-03T11:15:00+00:00,2025-01-03T11:35:00+00:00,20.0,-0.2417,10.585,0.793,0.494,FLATLINE,0.0,1.37,11,11.5,2025_01_03,IS,0,NONE,0,False,-11.5,11.5,1.5,-22.75,22.75,-1.5,12.5,14.17,False,False,False
melody,8,1,1735904100,1735905600,2025-01-03T11:35:00+00:00,2025-01-03T12:00:00+00:00,25.0,0.3244,8.115,0.574,0.02,FLATLINE,0.0,1.892,11,4.0,2025_01_03,IS,1,FLATLINE,-1,False,4.0,-4.0,9.75,-4.25,4.25,-9.75,3.08,3.25,False,False,False
melody,9,0,1735905600,1735908300,2025-01-03T12:00:00+00:00,2025-01-03T12:45:00+00:00,45.0,-0.3704,9.453,0.98,0.015,LINEAR_DOWN,0.987,3.823,12,-20.75,2025_01_03,IS,0,NONE,0,False,20.75,-20.75,34.75,-0.0,0.0,-34.75,19.83,22.17,False,False,False
melody,9,1,1735908300,1735910100,2025-01-03T12:45:00+00:00,2025-01-03T13:15:00+00:00,30.0,0.4769,9.884,0.609,0.835,EXPONENTIAL_UP,0.979,3.411,12,31.0,2025_01_03,IS,1,LINEAR_DOWN,-1,False,31.0,-31.0,44.0,0.0,-0.0,-44.0,24.08,,False,False,False
melody,10,0,1735910100,1735911900,2025-01-03T13:15:00+00:00,2025-01-03T13:45:00+00:00,30.0,0.5981,11.906,0.469,0.546,LINEAR_UP,0.984,1.892,13,3.0,2025_01_03,IS,0,NONE,-1,False,3.0,-3.0,18.5,-9.25,9.25,-18.5,21.25,21.5,False,False,False
melody,11,0,1735911900,1735913400,2025-01-03T13:45:00+00:00,2025-01-03T14:10:00+00:00,25.0,-0.2967,9.619,0.186,0.072,FLATLINE,0.0,4.304,13,0.75,2025_01_03,IS,0,NONE,9,False,-0.75,0.75,29.75,-2.5,2.5,-29.75,14.92,1.5,False,False,False
melody,11,1,1735913400,1735917300,2025-01-03T14:10:00+00:00,2025-01-03T15:15:00+00:00,65.0,2.0132,40.111,0.979,0.652,EXPONENTIAL_UP,0.993,4.515,14,90.5,2025_01_03,IS,1,FLATLINE,8,False,90.5,-90.5,178.0,-5.75,5.75,-178.0,56.17,57.0,True,True,False
melody,11,2,1735917300,1735918500,2025-01-03T15:15:00+00:00,2025-01-03T15:35:00+00:00,20.0,-1.1069,36.748,0.417,0.042,FLATLINE,0.0,3.156,15,-0.75,2025_01_03,IS,2,EXPONENTIAL_UP,7,False,0.75,-0.75,83.25,-16.75,16.75,-83.25,6.08,6.17,False,False,False
melody,11,3,1735918500,1735918800,2025-01-03T15:35:00+00:00,2025-01-03T15:40:00+00:00,5.0,0.1056,35.68,0.229,0.075,FLATLINE,0.0,0.689,15,6.0,2025_01_03,IS,3,FLATLINE,6,False,6.0,-6.0,34.0,-12.25,12.25,-34.0,1.58,1.67,False,False,False
melody,11,4,1735918800,1735919700,2025-01-03T15:40:00+00:00,2025-01-03T15:55:00+00:00,15.0,-0.7574,32.39,0.022,0.047,FLATLINE,0.0,1.071,15,5.5,2025_01_03,IS,4,FLATLINE,5,False,-5.5,5.5,7.5,-41.75,41.75,-7.5,4.25,4.42,False,False,False
melody,11,5,1735919700,1735924500,2025-01-03T15:55:00+00:00,2025-01-03T17:15:00+00:00,80.0,1.483,28.222,0.751,0.813,EXPONENTIAL_UP,0.997,2.964,15,93.0,2025_01_03,IS,5,FLATLINE,4,False,93.0,-93.0,130.5,-20.75,20.75,-130.5,59.67,,False,True,False
melody,11,6,1735924500,1735924800,2025-01-03T17:15:00+00:00,2025-01-03T17:20:00+00:00,5.0,-0.1056,12.285,0.022,0.475,FLATLINE,0.0,1.784,17,-3.5,2025_01_03,IS,6,EXPONENTIAL_UP,3,False,3.5,-3.5,6.25,-25.0,25.0,-6.25,1.08,5.0,False,False,False
melody,11,7,1735924800,1735925100,2025-01-03T17:20:00+00:00,2025-01-03T17:25:00+00:00,5.0,0.2389,13.09,0.106,0.63,FLATLINE,0.0,1.802,17,18.75,2025_01_03,IS,7,FLATLINE,2,False,18.75,-18.75,18.75,-5.0,5.0,-18.75,5.0,,False,False,False
