tf,c1,c2,regime_2d,r_h1,r_h2,delta,abs_delta,sign_flip,n_h1,n_h2,abs_max
1m,vol_velocity_1b,price_sigma_w,UP_CHOPPY,0.07306835476927154,-0.07256837421419235,-0.1456367289834639,0.1456367289834639,True,996,2928,0.07306835476927154
1m,vol_velocity_1b,swing_noise_w,UP_CHOPPY,0.051872862458979464,-0.07147186339024411,-0.12334472584922357,0.12334472584922357,True,996,2928,0.07147186339024411
5s,vol_accel_1b,price_sigma_w,UP_SMOOTH,-0.05143790742637494,0.06934555758142293,0.12078346500779787,0.12078346500779787,True,3324,3822,0.06934555758142293
15m,price_velocity_w,vwap_w,FLAT_SMOOTH,0.06839545944329835,-0.05029973534580647,-0.11869519478910481,0.11869519478910481,True,5679,4176,0.06839545944329835
15m,bar_range,hurst_w,FLAT_SMOOTH,-0.06717881700700745,0.0674932167541372,0.13467203376114467,0.13467203376114467,True,5714,4176,0.0674932167541372
5s,price_velocity_w,vol_accel_w,DOWN_CHOPPY,-0.053250965245668115,0.0674814842764612,0.1207324495221293,0.1207324495221293,True,1716,1272,0.0674814842764612
15m,vol_velocity_w,SE_high_w,FLAT_SMOOTH,-0.06432671282618854,0.05376256524460283,0.11808927807079136,0.11808927807079136,True,5679,4176,0.06432671282618854
5s,price_accel_w,price_sigma_w,UP_SMOOTH,-0.06345809259550263,0.06412565627953319,0.12758374887503582,0.12758374887503582,True,3324,3822,0.06412565627953319
1h,z_se_w,SE_high_w,DOWN_SMOOTH,0.06111762612150988,-0.056535598539703504,-0.11765322466121339,0.11765322466121339,True,2778,1884,0.06111762612150988
1h,body,vol_sigma_w,UP_CHOPPY,0.06013938966198084,-0.05023069312549067,-0.11037008278747151,0.11037008278747151,True,996,2928,0.06013938966198084
5s,vol_accel_1b,swing_noise_w,UP_SMOOTH,-0.05735755306054213,0.05994789203326439,0.11730544509380653,0.11730544509380653,True,3324,3822,0.05994789203326439
5m,vol_mean_w,hurst_w,UP_CHOPPY,0.05947668016746981,-0.05640449359828028,-0.11588117376575009,0.11588117376575009,True,996,2928,0.05947668016746981
5s,price_accel_w,swing_noise_w,UP_SMOOTH,-0.05560888357693837,0.05909461172607152,0.11470349530300988,0.11470349530300988,True,3324,3822,0.05909461172607152
1m,price_accel_w,price_sigma_w,UP_CHOPPY,-0.056493601033807524,0.05607387217186562,0.11256747320567315,0.11256747320567315,True,996,2928,0.056493601033807524
1h,price_accel_1b,SE_high_w,FLAT_SMOOTH,0.05060424858262909,-0.05262289847692039,-0.10322714705954948,0.10322714705954948,True,5574,4176,0.05262289847692039
