**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

tf,c1,c2,regime_2d,peak_shift,peak_corr,contemp_corr,role,abs_peak
5s,bar_range,price_mean_w,FLAT_SMOOTH,12,-0.2877355628997671,-0.28473988483336654,X_leads_Y,0.2877355628997671
15m,price_velocity_w,z_high_w,DOWN_SMOOTH,12,-0.2876704226212496,0.020194702608458123,X_leads_Y,0.2876704226212496
15m,price_velocity_1b,price_velocity_w,DOWN_SMOOTH,12,0.2876001317393613,0.2705680703927817,X_leads_Y,0.2876001317393613
1h,price_mean_w,vol_sigma_w,FLAT_CHOPPY,0,-0.28737296929102396,-0.28737296929102396,contemporaneous,0.28737296929102396
5m,vol_velocity_w,vol_mean_w,DOWN_CHOPPY,-8,-0.28683835205709207,0.04963689002136488,X_lags_Y,0.28683835205709207
15m,price_accel_1b,z_se_w,DOWN_CHOPPY,-4,-0.2868311035149032,0.1939086462691199,X_lags_Y,0.2868311035149032
1h,price_sigma_w,z_se_w,DOWN_CHOPPY,12,0.2862858908144338,0.1314072466799145,X_leads_Y,0.2862858908144338
1h,body,SE_high_w,UP_SMOOTH,12,0.28622715744167704,0.22590079199497654,X_leads_Y,0.28622715744167704
5m,price_velocity_w,price_accel_w,UP_CHOPPY,1,-0.2860991961380275,0.28176993917546556,X_leads_Y,0.2860991961380275
15m,price_velocity_w,z_se_w,FLAT_CHOPPY,12,-0.28604264959985976,0.012787743445041569,X_leads_Y,0.28604264959985976
5m,price_accel_1b,price_velocity_w,UP_CHOPPY,8,0.2858726950261392,0.005655223341112309,X_leads_Y,0.2858726950261392
1h,bar_range,SE_high_w,FLAT_SMOOTH,12,0.2854020076980502,0.2055616994961667,X_leads_Y,0.2854020076980502
1h,bar_range,z_se_w,DOWN_CHOPPY,0,-0.2851933474761017,-0.2851933474761017,contemporaneous,0.2851933474761017
5s,bar_range,vol_accel_w,FLAT_SMOOTH,0,0.2851171317233036,0.2851171317233036,contemporaneous,0.2851171317233036
15m,price_velocity_w,z_se_w,DOWN_SMOOTH,12,-0.2850571776119622,-0.00636436074556254,X_leads_Y,0.2850571776119622
1h,price_accel_w,z_low_w,FLAT_CHOPPY,12,0.2845325600631214,0.2165046149908613,X_leads_Y,0.2845325600631214
15m,price_velocity_1b,price_velocity_w,FLAT_CHOPPY,12,0.28434031745901506,0.2706280856306512,X_leads_Y,0.28434031745901506
5m,price_accel_w,z_low_w,DOWN_CHOPPY,1,0.2842322490973051,0.2530398212814899,X_leads_Y,0.2842322490973051
15m,vol_velocity_w,SE_low_w,DOWN_CHOPPY,12,0.28404556042922563,0.1329093518952726,X_leads_Y,0.28404556042922563
5s,vol_sigma_w,swing_noise_w,UP_CHOPPY,0,0.2838804512477262,0.2838804512477262,contemporaneous,0.2838804512477262
15m,price_velocity_1b,z_high_w,UP_CHOPPY,2,0.2832004894982774,0.22742281085223595,X_leads_Y,0.2832004894982774
1m,vol_accel_1b,vol_velocity_w,UP_CHOPPY,0,0.28310651938828857,0.28310651938828857,contemporaneous,0.28310651938828857
1h,bar_range,z_se_w,UP_SMOOTH,0,0.28293244481959645,0.28293244481959645,contemporaneous,0.28293244481959645
15m,body,z_high_w,UP_CHOPPY,2,0.2828678045573701,0.22580952360107176,X_leads_Y,0.2828678045573701
15m,price_velocity_w,vol_sigma_w,DOWN_CHOPPY,0,-0.2820396962279145,-0.2820396962279145,contemporaneous,0.2820396962279145
5s,price_mean_w,price_sigma_w,DOWN_CHOPPY,-12,-0.2816709132363388,-0.276515959226284,X_lags_Y,0.2816709132363388
5s,price_sigma_w,vwap_w,DOWN_CHOPPY,12,-0.2816674518802177,-0.2765372064679771,X_leads_Y,0.2816674518802177
1h,price_accel_w,reversion_prob_w,DOWN_CHOPPY,0,0.2814771222024339,0.2814771222024339,contemporaneous,0.2814771222024339
5s,vol_sigma_w,SE_high_w,UP_SMOOTH,0,0.2812399000263221,0.2812399000263221,contemporaneous,0.2812399000263221
15m,price_mean_w,SE_low_w,FLAT_SMOOTH,12,-0.28116556628491135,-0.24951430420094864,X_leads_Y,0.28116556628491135
15m,body,price_velocity_w,FLAT_CHOPPY,12,0.28072999889066924,0.2671295610882382,X_leads_Y,0.28072999889066924
1m,price_velocity_w,z_se_w,FLAT_CHOPPY,1,-0.2806850628839446,-0.019759744662303607,X_leads_Y,0.2806850628839446
5s,bar_range,vol_accel_w,UP_SMOOTH,0,0.28013678499281613,0.28013678499281613,contemporaneous,0.28013678499281613
15m,price_accel_1b,vol_accel_1b,DOWN_SMOOTH,0,-0.28010114911424067,-0.28010114911424067,contemporaneous,0.28010114911424067
1m,price_velocity_1b,z_low_w,FLAT_SMOOTH,0,0.2799889268412843,0.2799889268412843,contemporaneous,0.2799889268412843
15m,price_velocity_w,z_low_w,UP_CHOPPY,12,-0.2799223091589865,0.05629197730858576,X_leads_Y,0.2799223091589865
1m,price_velocity_w,z_high_w,FLAT_CHOPPY,1,-0.27956267397249207,-0.010023861410855046,X_leads_Y,0.27956267397249207
1m,price_velocity_w,z_low_w,FLAT_CHOPPY,1,-0.2794572966484953,-0.011560387609631696,X_leads_Y,0.2794572966484953
5m,vol_velocity_w,price_sigma_w,UP_SMOOTH,2,0.2793118426125022,0.20192682688935348,X_leads_Y,0.2793118426125022
5m,price_velocity_1b,price_sigma_w,DOWN_SMOOTH,4,-0.27922978840734913,-0.1652383271901707,X_leads_Y,0.27922978840734913
5m,bar_range,vol_velocity_w,UP_CHOPPY,0,0.27894798210899224,0.27894798210899224,contemporaneous,0.27894798210899224
15m,price_sigma_w,vwap_w,FLAT_SMOOTH,-12,-0.2789440971554605,-0.2511919581648675,X_lags_Y,0.2789440971554605
1m,price_velocity_w,vol_sigma_w,DOWN_SMOOTH,0,-0.27857358940019183,-0.27857358940019183,contemporaneous,0.27857358940019183
1h,price_velocity_1b,SE_high_w,UP_SMOOTH,12,0.27849327073342606,0.21699544011648422,X_leads_Y,0.27849327073342606
1m,body,z_low_w,FLAT_SMOOTH,0,0.27833596046810416,0.27833596046810416,contemporaneous,0.27833596046810416
1h,price_mean_w,vol_mean_w,UP_SMOOTH,12,-0.2782278394693083,-0.2615506945687578,X_leads_Y,0.2782278394693083
1h,price_accel_w,z_high_w,FLAT_CHOPPY,12,0.27812099568596316,0.15584465256309826,X_leads_Y,0.27812099568596316
15m,price_velocity_1b,price_velocity_w,UP_CHOPPY,0,0.2780052893825471,0.2780052893825471,contemporaneous,0.2780052893825471
5m,price_accel_w,z_high_w,DOWN_SMOOTH,-8,-0.2777181171689195,0.18291521430275334,X_lags_Y,0.2777181171689195
15m,vol_velocity_1b,vol_velocity_w,DOWN_CHOPPY,0,0.27771261936160635,0.27771261936160635,contemporaneous,0.27771261936160635
15m,body,price_velocity_w,UP_CHOPPY,0,0.2775965445238347,0.2775965445238347,contemporaneous,0.2775965445238347
1m,bar_range,vol_velocity_w,FLAT_CHOPPY,0,0.27731813115664616,0.27731813115664616,contemporaneous,0.27731813115664616
15m,price_accel_1b,vol_accel_1b,DOWN_CHOPPY,0,-0.2771431128254051,-0.2771431128254051,contemporaneous,0.2771431128254051
15m,price_velocity_1b,z_low_w,UP_CHOPPY,2,0.2769840061789919,0.15448965717666002,X_leads_Y,0.2769840061789919
15m,body,z_low_w,UP_CHOPPY,2,0.2761697020065246,0.1534255118553418,X_leads_Y,0.2761697020065246
1h,bar_range,vol_sigma_w,UP_SMOOTH,12,0.2759954318659635,0.21362015749850533,X_leads_Y,0.2759954318659635
15m,vol_velocity_1b,z_low_w,DOWN_SMOOTH,0,-0.27597589278196527,-0.27597589278196527,contemporaneous,0.27597589278196527
5s,body,price_velocity_w,FLAT_CHOPPY,0,0.2759627215810583,0.2759627215810583,contemporaneous,0.2759627215810583
5s,vol_velocity_1b,bar_range,FLAT_CHOPPY,0,0.2755690089928475,0.2755690089928475,contemporaneous,0.2755690089928475
15m,vol_velocity_1b,vol_velocity_w,FLAT_CHOPPY,0,0.2753562291397085,0.2753562291397085,contemporaneous,0.2753562291397085
1h,price_accel_w,SE_high_w,DOWN_CHOPPY,-12,0.27511387356754186,0.1174622738475843,X_lags_Y,0.27511387356754186
1h,vol_velocity_1b,vol_mean_w,UP_CHOPPY,-12,-0.2748838180710242,-0.2112850642235307,X_lags_Y,0.2748838180710242
15m,price_velocity_w,z_high_w,UP_CHOPPY,12,-0.2748189750652271,0.04473432500325223,X_leads_Y,0.2748189750652271
1h,vol_velocity_1b,bar_range,FLAT_CHOPPY,0,0.2747548848769038,0.2747548848769038,contemporaneous,0.2747548848769038
1h,vol_velocity_1b,z_low_w,UP_CHOPPY,0,-0.2744375327046292,-0.2744375327046292,contemporaneous,0.2744375327046292
15m,body,reversion_prob_w,DOWN_SMOOTH,0,0.2744043383984279,0.2744043383984279,contemporaneous,0.2744043383984279
1h,vol_velocity_w,reversion_prob_w,FLAT_SMOOTH,0,-0.27425991180997394,-0.27425991180997394,contemporaneous,0.27425991180997394
15m,vwap_w,SE_low_w,FLAT_SMOOTH,12,-0.27306572805464024,-0.2416100654268002,X_leads_Y,0.27306572805464024
1h,price_velocity_1b,SE_low_w,DOWN_SMOOTH,12,-0.2729821293325862,-0.20319295806572363,X_leads_Y,0.2729821293325862
15m,vol_velocity_w,SE_high_w,UP_CHOPPY,12,0.2727972168142685,0.14328070767189424,X_leads_Y,0.2727972168142685
1h,vol_velocity_w,reversion_prob_w,UP_SMOOTH,-12,-0.2727372009955598,-0.2620285589491069,X_lags_Y,0.2727372009955598
15m,vol_velocity_1b,bar_range,FLAT_SMOOTH,0,0.2727284473139426,0.2727284473139426,contemporaneous,0.2727284473139426
1h,vol_mean_w,vwap_w,UP_SMOOTH,-12,-0.27252181639759865,-0.25989253259944656,X_lags_Y,0.27252181639759865
1h,price_accel_1b,vol_velocity_1b,DOWN_SMOOTH,0,-0.2722366104282341,-0.2722366104282341,contemporaneous,0.2722366104282341
5s,vol_accel_1b,bar_range,FLAT_SMOOTH,0,0.27219269532199936,0.27219269532199936,contemporaneous,0.27219269532199936
15m,vol_velocity_1b,vol_velocity_w,UP_SMOOTH,0,0.2721597953895175,0.2721597953895175,contemporaneous,0.2721597953895175
5m,vol_velocity_1b,bar_range,FLAT_CHOPPY,0,0.27203951530938425,0.27203951530938425,contemporaneous,0.27203951530938425
1h,vol_velocity_1b,vol_mean_w,FLAT_SMOOTH,0,-0.2719685992659437,-0.2719685992659437,contemporaneous,0.2719685992659437
1h,vol_velocity_1b,bar_range,FLAT_SMOOTH,0,0.27174668671479396,0.27174668671479396,contemporaneous,0.27174668671479396
5m,vol_velocity_1b,reversion_prob_w,DOWN_SMOOTH,0,-0.27174371011588677,-0.27174371011588677,contemporaneous,0.27174371011588677
1h,price_mean_w,vol_mean_w,DOWN_CHOPPY,-12,-0.2715807427358742,-0.2586497821790849,X_lags_Y,0.2715807427358742
15m,price_velocity_1b,price_velocity_w,DOWN_CHOPPY,2,0.2712326565633435,0.2663870525706382,X_leads_Y,0.2712326565633435
1h,vol_sigma_w,vwap_w,DOWN_SMOOTH,12,-0.2712066531874513,-0.2628969009506522,X_leads_Y,0.2712066531874513
1m,price_velocity_1b,z_high_w,DOWN_CHOPPY,0,0.2711473720033966,0.2711473720033966,contemporaneous,0.2711473720033966
15m,vol_velocity_1b,bar_range,UP_SMOOTH,0,0.2710959415530958,0.2710959415530958,contemporaneous,0.2710959415530958
5s,price_sigma_w,vol_sigma_w,UP_SMOOTH,0,0.2709929669335544,0.2709929669335544,contemporaneous,0.2709929669335544
1m,price_accel_w,z_se_w,UP_SMOOTH,0,0.27089080468866816,0.27089080468866816,contemporaneous,0.27089080468866816
1h,bar_range,SE_low_w,FLAT_SMOOTH,12,0.2706397240725216,0.22202276419088515,X_leads_Y,0.2706397240725216
15m,price_velocity_w,price_sigma_w,FLAT_CHOPPY,4,-0.2702626301103215,-0.25928527606882107,X_leads_Y,0.2702626301103215
1h,body,price_velocity_w,DOWN_SMOOTH,0,0.2701207938382701,0.2701207938382701,contemporaneous,0.2701207938382701
15m,price_accel_w,z_high_w,FLAT_CHOPPY,2,0.27004037947884174,0.20807626911537289,X_leads_Y,0.27004037947884174
1m,body,z_high_w,DOWN_CHOPPY,0,0.2696104000603735,0.2696104000603735,contemporaneous,0.2696104000603735
1h,price_velocity_1b,vol_accel_w,DOWN_SMOOTH,0,-0.26925455920314734,-0.26925455920314734,contemporaneous,0.26925455920314734
15m,body,price_velocity_w,DOWN_CHOPPY,2,0.269141693889262,0.26350477588701016,X_leads_Y,0.269141693889262
15m,vol_velocity_w,price_sigma_w,UP_CHOPPY,12,0.26913017530041883,0.14192211747117078,X_leads_Y,0.26913017530041883
15m,price_accel_w,z_high_w,DOWN_SMOOTH,2,0.2690890472513985,0.18190979247835462,X_leads_Y,0.2690890472513985
15m,vol_mean_w,vwap_w,FLAT_SMOOTH,12,-0.26908062549733214,-0.2640046407733534,X_leads_Y,0.26908062549733214
1m,price_velocity_w,vol_mean_w,DOWN_SMOOTH,1,-0.2690561066390972,-0.2417490921253814,X_leads_Y,0.2690561066390972
1m,vol_velocity_1b,reversion_prob_w,UP_CHOPPY,0,-0.2689859724704123,-0.2689859724704123,contemporaneous,0.2689859724704123
5m,vol_velocity_w,price_sigma_w,DOWN_SMOOTH,4,0.2689026673131996,0.18050604159098965,X_leads_Y,0.2689026673131996
1h,vol_mean_w,vwap_w,DOWN_CHOPPY,12,-0.2688092541609004,-0.25925639699156955,X_leads_Y,0.2688092541609004
1m,price_velocity_1b,z_high_w,FLAT_SMOOTH,0,0.268791449934208,0.268791449934208,contemporaneous,0.268791449934208
1h,price_accel_1b,vol_velocity_1b,UP_CHOPPY,0,0.2687699594797034,0.2687699594797034,contemporaneous,0.2687699594797034
5m,vol_velocity_1b,reversion_prob_w,DOWN_CHOPPY,0,-0.2687689530261393,-0.2687689530261393,contemporaneous,0.2687689530261393
1h,vol_velocity_w,reversion_prob_w,UP_CHOPPY,0,-0.2687014530895949,-0.2687014530895949,contemporaneous,0.2687014530895949
1h,vol_sigma_w,z_high_w,UP_CHOPPY,12,-0.26862013419476066,-0.21372254335254143,X_leads_Y,0.26862013419476066
15m,price_mean_w,vol_mean_w,FLAT_SMOOTH,-12,-0.26860400037344356,-0.2631785926891731,X_lags_Y,0.26860400037344356
15m,vol_velocity_1b,bar_range,DOWN_CHOPPY,0,0.2685440161933474,0.2685440161933474,contemporaneous,0.2685440161933474
15m,vol_velocity_1b,vol_velocity_w,FLAT_SMOOTH,0,0.268241727125563,0.268241727125563,contemporaneous,0.268241727125563
15m,vol_velocity_1b,vol_velocity_w,UP_CHOPPY,0,0.2679331927736155,0.2679331927736155,contemporaneous,0.2679331927736155
1h,price_accel_1b,z_low_w,FLAT_CHOPPY,-12,-0.26774553692482883,-0.0967218716559681,X_lags_Y,0.26774553692482883
1h,vol_velocity_1b,reversion_prob_w,UP_CHOPPY,0,-0.2673822341865314,-0.2673822341865314,contemporaneous,0.2673822341865314
15m,body,price_velocity_w,DOWN_SMOOTH,8,0.2673352980745909,0.25187710342867675,X_leads_Y,0.2673352980745909
1m,body,z_high_w,FLAT_SMOOTH,0,0.26707072359617573,0.26707072359617573,contemporaneous,0.26707072359617573
1h,vol_accel_w,reversion_prob_w,UP_SMOOTH,0,-0.2669438722094769,-0.2669438722094769,contemporaneous,0.2669438722094769
5m,price_velocity_w,price_accel_w,DOWN_SMOOTH,-4,0.26665494552992475,0.24387810417368658,X_lags_Y,0.26665494552992475
15m,vol_velocity_w,reversion_prob_w,DOWN_SMOOTH,0,-0.26663016738132156,-0.26663016738132156,contemporaneous,0.26663016738132156
15m,price_accel_w,z_low_w,FLAT_CHOPPY,2,0.2662838884704418,0.21121060990965373,X_leads_Y,0.2662838884704418
5m,vol_velocity_1b,reversion_prob_w,UP_CHOPPY,0,-0.26613393730301005,-0.26613393730301005,contemporaneous,0.26613393730301005
5m,bar_range,body,DOWN_SMOOTH,0,-0.2661170387843859,-0.2661170387843859,contemporaneous,0.2661170387843859
1h,vol_accel_1b,reversion_prob_w,UP_SMOOTH,-12,0.2658921071932641,-0.1494149689677442,X_lags_Y,0.2658921071932641
1m,body,price_sigma_w,UP_SMOOTH,2,0.2655773422074088,0.06954456856837964,X_leads_Y,0.2655773422074088
15m,vol_sigma_w,swing_noise_w,FLAT_SMOOTH,12,0.2653567135014437,0.22052959177445977,X_leads_Y,0.2653567135014437
1h,vol_velocity_1b,vol_velocity_w,UP_CHOPPY,12,0.26517006822283634,0.22169721024530206,X_leads_Y,0.26517006822283634
5m,vol_velocity_1b,reversion_prob_w,FLAT_CHOPPY,0,-0.2647420051691687,-0.2647420051691687,contemporaneous,0.2647420051691687
5m,vol_velocity_1b,bar_range,DOWN_SMOOTH,0,0.2647355846819954,0.2647355846819954,contemporaneous,0.2647355846819954
1h,SE_high_w,hurst_w,DOWN_CHOPPY,-12,-0.2647064554374027,-0.24007998487628476,X_lags_Y,0.2647064554374027
15m,price_accel_w,vol_accel_w,DOWN_CHOPPY,0,-0.2639163930361274,-0.2639163930361274,contemporaneous,0.2639163930361274
5m,price_accel_w,z_high_w,FLAT_SMOOTH,-8,-0.2638813271321863,0.18061570900338256,X_lags_Y,0.2638813271321863
15m,price_velocity_w,SE_low_w,FLAT_SMOOTH,0,0.26381153655739364,0.26381153655739364,contemporaneous,0.26381153655739364
1m,price_velocity_1b,price_sigma_w,UP_SMOOTH,2,0.2638062908924843,0.06802305950133573,X_leads_Y,0.2638062908924843
1h,price_mean_w,vol_sigma_w,DOWN_SMOOTH,-12,-0.26371269350614607,-0.2499509680560343,X_lags_Y,0.26371269350614607
1h,vol_velocity_1b,vol_velocity_w,FLAT_CHOPPY,12,0.26370878667629366,0.21069811424590107,X_leads_Y,0.26370878667629366
15m,price_accel_1b,z_se_w,FLAT_CHOPPY,-4,-0.2632224984673636,0.1858688120980501,X_lags_Y,0.2632224984673636
15m,price_velocity_1b,bar_range,DOWN_CHOPPY,0,-0.26286841186471466,-0.26286841186471466,contemporaneous,0.26286841186471466
5s,vol_velocity_1b,bar_range,DOWN_CHOPPY,0,0.2627146719362692,0.2627146719362692,contemporaneous,0.2627146719362692
15m,price_velocity_w,z_se_w,UP_CHOPPY,12,-0.2627061340215103,0.06070681114177999,X_leads_Y,0.2627061340215103
5m,price_accel_w,z_low_w,UP_SMOOTH,-8,-0.2621753677294305,0.17848360678493644,X_lags_Y,0.2621753677294305
5m,price_velocity_w,price_accel_w,DOWN_CHOPPY,0,0.26216211999747924,0.26216211999747924,contemporaneous,0.26216211999747924
1m,price_velocity_1b,z_low_w,FLAT_CHOPPY,0,0.262016068828569,0.262016068828569,contemporaneous,0.262016068828569
1h,vol_velocity_1b,vol_mean_w,UP_SMOOTH,-12,-0.2618560276454727,-0.2265222806046335,X_lags_Y,0.2618560276454727
1h,price_accel_1b,z_low_w,DOWN_CHOPPY,-12,-0.2617565051164818,-0.04367286525983188,X_lags_Y,0.2617565051164818
15m,vol_velocity_1b,bar_range,DOWN_SMOOTH,0,0.26164182770301975,0.26164182770301975,contemporaneous,0.26164182770301975
5m,price_accel_1b,price_velocity_w,DOWN_SMOOTH,8,0.2615742536714382,0.01721053273731023,X_leads_Y,0.2615742536714382
1m,price_velocity_w,SE_high_w,FLAT_SMOOTH,-1,0.2615356249056047,0.22519902037531275,X_lags_Y,0.2615356249056047
5m,price_velocity_w,z_se_w,FLAT_CHOPPY,2,-0.26147771322303104,0.010671879808266196,X_leads_Y,0.26147771322303104
15m,z_low_w,reversion_prob_w,DOWN_SMOOTH,0,0.26111220156627774,0.26111220156627774,contemporaneous,0.26111220156627774
5s,body,z_low_w,DOWN_CHOPPY,0,0.2607620677729431,0.2607620677729431,contemporaneous,0.2607620677729431
1m,bar_range,vol_velocity_w,UP_SMOOTH,0,0.2604988430103971,0.2604988430103971,contemporaneous,0.2604988430103971
15m,price_velocity_w,SE_low_w,FLAT_CHOPPY,12,-0.26026400769246766,-0.24541968011789458,X_leads_Y,0.26026400769246766
1h,vol_accel_1b,vol_velocity_w,FLAT_SMOOTH,-12,-0.26024992364398664,-0.016603027163553323,X_lags_Y,0.26024992364398664
1h,price_velocity_1b,price_sigma_w,DOWN_SMOOTH,12,-0.26015959442061953,-0.1716284711648093,X_leads_Y,0.26015959442061953
5s,price_accel_1b,z_se_w,FLAT_SMOOTH,0,0.2601454660430176,0.2601454660430176,contemporaneous,0.2601454660430176
1h,vol_velocity_w,z_se_w,DOWN_CHOPPY,-12,-0.2600416751021659,-0.20081007761848915,X_lags_Y,0.2600416751021659
5m,price_velocity_w,z_low_w,FLAT_CHOPPY,4,-0.2598350169846127,0.0075119930230603295,X_leads_Y,0.2598350169846127
1m,price_accel_w,z_se_w,UP_CHOPPY,0,0.25946851337917676,0.25946851337917676,contemporaneous,0.25946851337917676
15m,body,price_sigma_w,DOWN_SMOOTH,12,-0.2592994349889846,-0.10027900038135001,X_leads_Y,0.2592994349889846
5m,price_velocity_w,z_high_w,FLAT_CHOPPY,4,-0.2590514791619554,0.007538404930695824,X_leads_Y,0.2590514791619554
1h,bar_range,price_sigma_w,FLAT_SMOOTH,12,0.2587834672161719,0.20665176232066587,X_leads_Y,0.2587834672161719
5m,price_accel_1b,price_velocity_w,DOWN_CHOPPY,8,0.25877566528304236,0.01959813343663383,X_leads_Y,0.25877566528304236
15m,price_velocity_1b,reversion_prob_w,UP_SMOOTH,0,-0.258547143350324,-0.258547143350324,contemporaneous,0.258547143350324
1h,price_velocity_w,price_accel_w,FLAT_SMOOTH,0,0.25848851372211085,0.25848851372211085,contemporaneous,0.25848851372211085
15m,vol_velocity_1b,reversion_prob_w,FLAT_CHOPPY,0,-0.2584387622122403,-0.2584387622122403,contemporaneous,0.2584387622122403
15m,price_velocity_w,SE_high_w,FLAT_CHOPPY,12,-0.25818037115039066,-0.20423941320376174,X_leads_Y,0.25818037115039066
1m,body,z_low_w,FLAT_CHOPPY,0,0.25804704341610174,0.25804704341610174,contemporaneous,0.25804704341610174
1h,vol_velocity_1b,vol_mean_w,DOWN_SMOOTH,-12,-0.258025342786902,-0.2329257534203307,X_lags_Y,0.258025342786902
15m,price_velocity_w,price_accel_w,FLAT_SMOOTH,8,-0.2580186380697553,0.2258120579553821,X_leads_Y,0.2580186380697553
5m,vol_mean_w,vwap_w,UP_CHOPPY,-12,-0.25799231655669885,-0.25079786715183777,X_lags_Y,0.25799231655669885
15m,price_velocity_w,z_high_w,FLAT_SMOOTH,12,-0.25780349802306185,0.006645167188611027,X_leads_Y,0.25780349802306185
5m,price_mean_w,vol_mean_w,UP_CHOPPY,12,-0.2577965218197012,-0.250971323776601,X_leads_Y,0.2577965218197012
1m,price_velocity_1b,z_low_w,DOWN_SMOOTH,0,0.2576580471079415,0.2576580471079415,contemporaneous,0.2576580471079415
1h,vol_sigma_w,z_low_w,DOWN_CHOPPY,12,0.25765469155544346,0.14388576453081833,X_leads_Y,0.25765469155544346
1m,price_velocity_w,price_sigma_w,UP_CHOPPY,0,0.25755656034634167,0.25755656034634167,contemporaneous,0.25755656034634167
5s,price_velocity_w,price_accel_w,DOWN_SMOOTH,0,0.2573090849736579,0.2573090849736579,contemporaneous,0.2573090849736579
5m,price_velocity_w,swing_noise_w,UP_CHOPPY,4,0.25726055218613586,0.22775435035871366,X_leads_Y,0.25726055218613586
5m,vol_velocity_w,price_sigma_w,UP_CHOPPY,-8,-0.2569992656366756,0.1346207212434001,X_lags_Y,0.2569992656366756
1h,vol_velocity_1b,body,UP_CHOPPY,0,0.2566995751376658,0.2566995751376658,contemporaneous,0.2566995751376658
1m,price_velocity_w,price_accel_w,UP_SMOOTH,1,-0.25616215693787037,0.012549849477558914,X_leads_Y,0.25616215693787037
5m,price_velocity_w,z_high_w,DOWN_SMOOTH,4,-0.2558629140500963,-0.002204804894355698,X_leads_Y,0.2558629140500963
5m,price_velocity_w,price_accel_w,UP_SMOOTH,-8,0.25584825917132836,0.20765804964289378,X_lags_Y,0.25584825917132836
1m,body,z_low_w,DOWN_SMOOTH,0,0.2557109354049802,0.2557109354049802,contemporaneous,0.2557109354049802
5m,price_velocity_1b,SE_high_w,UP_SMOOTH,1,0.2557034720870046,0.25259793526738894,X_leads_Y,0.2557034720870046
15m,price_accel_w,z_low_w,DOWN_SMOOTH,2,0.255644460021459,0.2369445366432152,X_leads_Y,0.255644460021459
5m,vol_accel_1b,bar_range,UP_CHOPPY,-1,-0.25536812094477424,0.11940574375695263,X_lags_Y,0.25536812094477424
15m,bar_range,body,DOWN_CHOPPY,0,-0.255313493575062,-0.255313493575062,contemporaneous,0.255313493575062
5m,price_accel_w,vol_accel_w,DOWN_SMOOTH,0,-0.25485209363893735,-0.25485209363893735,contemporaneous,0.25485209363893735
5s,bar_range,price_velocity_w,UP_CHOPPY,0,-0.2548043855115322,-0.2548043855115322,contemporaneous,0.2548043855115322
5s,body,z_low_w,FLAT_CHOPPY,0,0.25479914333870246,0.25479914333870246,contemporaneous,0.25479914333870246
1m,bar_range,body,UP_CHOPPY,0,-0.2547203984829027,-0.2547203984829027,contemporaneous,0.2547203984829027
5m,vol_velocity_w,price_sigma_w,DOWN_CHOPPY,2,0.25445041850441064,0.18593098532927038,X_leads_Y,0.25445041850441064
5s,bar_range,vol_accel_w,FLAT_CHOPPY,0,0.25440100165444995,0.25440100165444995,contemporaneous,0.25440100165444995
5s,body,z_high_w,FLAT_SMOOTH,0,0.25418324087912314,0.25418324087912314,contemporaneous,0.25418324087912314
1m,price_velocity_w,price_sigma_w,DOWN_CHOPPY,0,-0.2540688256245609,-0.2540688256245609,contemporaneous,0.2540688256245609
1h,price_velocity_1b,vol_velocity_1b,UP_CHOPPY,0,0.25403444961922245,0.25403444961922245,contemporaneous,0.25403444961922245
15m,vol_velocity_w,price_sigma_w,DOWN_CHOPPY,12,0.25387463076717287,0.11433700854700327,X_leads_Y,0.25387463076717287
5m,price_accel_w,z_low_w,DOWN_SMOOTH,-8,-0.253789742062871,0.22343968724532307,X_lags_Y,0.253789742062871
1m,price_velocity_1b,bar_range,UP_CHOPPY,0,-0.253728610277944,-0.253728610277944,contemporaneous,0.253728610277944
5s,body,z_high_w,DOWN_CHOPPY,0,0.2536278422089556,0.2536278422089556,contemporaneous,0.2536278422089556
5m,price_velocity_w,price_sigma_w,FLAT_SMOOTH,-1,0.25350886888958213,0.2464246861464045,X_lags_Y,0.25350886888958213
15m,price_accel_1b,z_se_w,DOWN_SMOOTH,-4,-0.2532057121161685,0.16131136276949862,X_lags_Y,0.2532057121161685
1h,price_mean_w,hurst_w,FLAT_SMOOTH,-12,-0.2530754960881828,-0.24480288212045892,X_lags_Y,0.2530754960881828
5m,price_velocity_w,price_accel_w,FLAT_CHOPPY,-8,0.2530676198686364,0.2317621192702522,X_lags_Y,0.2530676198686364
1m,price_velocity_1b,z_high_w,FLAT_CHOPPY,0,0.2527458249050549,0.2527458249050549,contemporaneous,0.2527458249050549
15m,price_velocity_1b,vol_velocity_1b,DOWN_CHOPPY,0,-0.2525986359322964,-0.2525986359322964,contemporaneous,0.2525986359322964
1h,z_high_w,reversion_prob_w,UP_CHOPPY,0,-0.25250493948342967,-0.25250493948342967,contemporaneous,0.25250493948342967
15m,vol_velocity_1b,body,DOWN_CHOPPY,0,-0.252233396638415,-0.252233396638415,contemporaneous,0.252233396638415
1h,price_velocity_1b,SE_high_w,DOWN_SMOOTH,12,-0.2521151956521677,-0.08848636454165848,X_leads_Y,0.2521151956521677
5m,bar_range,reversion_prob_w,DOWN_CHOPPY,0,-0.2520376314160649,-0.2520376314160649,contemporaneous,0.2520376314160649
5m,price_velocity_1b,SE_low_w,UP_SMOOTH,2,0.25190123504709805,0.14302384760348025,X_leads_Y,0.25190123504709805
