day,trades,pnl,wr
2025_04_14,39,1203.0,28.205128205128204
2025_04_15,37,988.5,32.432432432432435
2025_04_16,40,622.0,30.0
2025_04_17,40,32.0,27.500000000000004
2025_04_20,3,-18.5,0.0
2025_04_21,37,830.0,24.324324324324326
2025_04_22,32,498.5,25.0
2025_04_23,26,1281.0,61.53846153846154
2025_04_24,27,1176.5,29.629629629629626
2025_04_25,47,194.0,25.53191489361702
2025_04_27,5,-79.5,20.0
2025_04_28,27,-47.0,22.22222222222222
2025_04_29,45,353.5,28.888888888888886
2025_04_30,36,1073.0,33.33333333333333
2025_05_01,29,401.0,31.03448275862069
2025_05_02,23,438.5,34.78260869565217
2025_05_04,1,32.5,100.0
2025_05_05,32,413.5,40.625
2025_05_06,38,1053.5,31.57894736842105
2025_05_07,32,693.0,40.625
2025_05_08,20,654.5,50.0
2025_05_09,26,106.5,23.076923076923077
2025_05_11,4,34.5,100.0
2025_05_12,29,1055.0,31.03448275862069
2025_05_13,36,420.0,36.11111111111111
2025_05_14,29,359.0,34.48275862068966
2025_05_15,31,625.5,45.16129032258064
2025_05_16,28,411.5,32.142857142857146
2025_05_18,6,-32.5,33.33333333333333
2025_05_19,37,446.0,29.72972972972973
2025_05_20,20,655.5,55.00000000000001
2025_05_21,34,693.5,23.52941176470588
2025_05_22,45,266.0,26.666666666666668
2025_05_23,28,349.0,28.57142857142857
2025_05_25,5,33.0,40.0
2025_05_26,16,-25.0,25.0
2025_05_27,24,435.0,20.833333333333336
2025_05_28,21,566.0,38.095238095238095
2025_05_29,29,763.0,34.48275862068966
2025_05_30,34,-24.0,8.823529411764707
2025_06_01,4,-33.0,0.0
2025_06_02,19,747.0,26.31578947368421
2025_06_03,17,380.5,29.411764705882355
2025_06_04,31,68.5,19.35483870967742
2025_06_05,25,650.0,40.0
2025_06_06,11,348.5,72.72727272727273
2025_06_08,4,-23.5,25.0
2025_06_09,20,265.5,45.0
2025_06_10,32,107.5,15.625
2025_06_11,23,445.0,43.47826086956522
2025_06_12,29,-64.0,24.137931034482758
2025_06_13,56,-104.5,14.285714285714285
2025_06_15,4,-77.0,0.0
2025_06_16,35,104.0,11.428571428571429
2025_06_17,37,-102.5,13.513513513513514
2025_06_18,36,-226.5,16.666666666666664
2025_06_19,18,71.0,27.77777777777778
2025_06_20,5,-4.0,20.0
2025_07_01,24,423.5,58.333333333333336
2025_07_02,25,467.0,44.0
2025_07_03,15,239.0,40.0
2025_07_04,24,-137.0,25.0
2025_07_06,7,-26.5,28.57142857142857
2025_07_07,36,20.5,27.77777777777778
2025_07_08,31,-150.0,35.483870967741936
2025_07_09,35,323.0,31.428571428571427
2025_07_10,25,485.0,52.0
2025_07_11,33,9.5,24.242424242424242
2025_07_13,6,-19.5,33.33333333333333
2025_07_14,26,135.0,42.30769230769231
2025_07_15,42,141.5,16.666666666666664
2025_07_16,28,-139.5,17.857142857142858
2025_07_17,26,319.0,42.30769230769231
2025_07_18,23,62.0,43.47826086956522
2025_07_20,4,27.0,75.0
2025_07_21,18,405.0,22.22222222222222
2025_07_22,20,111.5,40.0
2025_07_23,15,431.0,60.0
2025_07_24,29,-57.5,20.689655172413794
2025_07_25,12,205.0,33.33333333333333
2025_07_27,2,6.5,50.0
2025_07_28,16,273.5,37.5
2025_07_29,37,-256.5,27.027027027027028
2025_07_30,24,242.0,29.166666666666668
2025_07_31,14,1291.5,57.14285714285714
2025_08_01,29,1299.0,31.03448275862069
2025_08_03,5,9.5,80.0
2025_08_04,8,761.0,50.0
2025_08_05,27,337.0,33.33333333333333
2025_08_06,17,477.0,35.294117647058826
2025_08_07,29,327.5,24.137931034482758
2025_08_08,28,-12.0,42.857142857142854
2025_08_10,3,-5.5,33.33333333333333
2025_08_11,22,425.5,54.54545454545454
2025_08_12,24,411.0,29.166666666666668
2025_08_13,23,-125.5,17.391304347826086
2025_08_14,35,75.5,25.71428571428571
2025_08_15,22,128.5,45.45454545454545
2025_08_17,1,-2.5,0.0
2025_08_18,24,-101.0,29.166666666666668
2025_08_19,19,682.5,42.10526315789473
2025_08_20,29,561.5,27.586206896551722
2025_08_21,28,462.0,42.857142857142854
2025_08_22,24,984.0,33.33333333333333
2025_08_24,2,12.5,50.0
2025_08_25,14,110.5,35.714285714285715
2025_08_26,22,83.5,13.636363636363635
2025_08_27,24,346.5,45.83333333333333
2025_08_28,22,255.5,36.36363636363637
2025_08_29,22,253.5,31.818181818181817
2025_08_31,3,42.0,33.33333333333333
2025_09_01,19,28.0,15.789473684210526
2025_09_02,30,496.0,20.0
2025_09_03,34,249.5,23.52941176470588
2025_09_04,28,-124.5,28.57142857142857
2025_09_05,18,472.0,22.22222222222222
2025_09_07,6,96.5,66.66666666666666
2025_09_08,31,-122.0,19.35483870967742
2025_09_09,31,96.5,25.806451612903224
2025_09_10,24,129.5,37.5
2025_09_11,28,-43.5,35.714285714285715
2025_09_12,19,133.0,36.84210526315789
2025_09_14,3,13.5,66.66666666666666
2025_09_15,18,210.0,38.88888888888889
2025_09_16,22,264.0,31.818181818181817
2025_09_17,32,543.0,18.75
2025_09_18,22,103.0,27.27272727272727
2025_09_19,6,4.5,33.33333333333333
2025_10_01,26,-240.5,30.76923076923077
2025_10_02,23,165.5,39.130434782608695
2025_10_03,23,309.0,34.78260869565217
2025_10_05,3,47.0,100.0
2025_10_06,27,153.5,33.33333333333333
2025_10_07,30,442.0,26.666666666666668
2025_10_08,16,391.0,56.25
2025_10_09,12,619.5,66.66666666666666
2025_10_10,31,2067.5,35.483870967741936
2025_10_12,3,200.0,33.33333333333333
2025_10_13,39,223.0,28.205128205128204
2025_10_14,35,819.0,31.428571428571427
2025_10_15,38,61.5,21.052631578947366
2025_10_16,39,423.0,17.94871794871795
2025_10_17,25,887.5,36.0
2025_10_19,5,61.0,40.0
2025_10_20,23,347.0,34.78260869565217
2025_10_21,27,-11.0,25.925925925925924
2025_10_22,30,632.5,36.666666666666664
2025_10_23,27,153.5,22.22222222222222
2025_10_24,32,188.0,37.5
2025_10_26,8,-24.5,12.5
2025_10_27,23,483.5,47.82608695652174
2025_10_28,23,576.5,52.17391304347826
2025_10_29,26,187.0,38.46153846153847
2025_10_30,38,302.0,18.421052631578945
2025_10_31,20,700.5,50.0
2025_11_02,4,10.0,50.0
2025_11_03,31,587.5,25.806451612903224
2025_11_04,28,777.0,39.285714285714285
2025_11_05,26,834.5,26.923076923076923
2025_11_06,30,1372.5,50.0
2025_11_07,23,1904.0,43.47826086956522
2025_11_09,3,19.5,100.0
2025_11_10,21,731.0,33.33333333333333
2025_11_11,26,-4.0,26.923076923076923
2025_11_12,31,643.0,41.935483870967744
2025_11_13,40,1264.5,35.0
2025_11_14,34,949.0,17.647058823529413
2025_11_16,4,-109.5,0.0
2025_11_17,30,1767.5,36.666666666666664
2025_11_18,27,1067.0,44.44444444444444
2025_11_19,32,611.5,25.0
2025_11_20,20,1681.5,60.0
2025_11_21,46,542.0,32.608695652173914
2025_11_23,1,14.5,100.0
2025_11_24,32,825.5,46.875
2025_11_25,27,390.0,33.33333333333333
2025_11_26,25,220.5,44.0
2025_11_27,20,-117.5,20.0
2025_11_28,10,1.5,30.0
2025_11_30,4,26.0,75.0
2025_12_01,36,545.0,25.0
2025_12_02,32,1120.0,56.25
2025_12_03,34,-336.0,8.823529411764707
2025_12_04,41,-17.0,21.951219512195124
2025_12_05,33,558.5,27.27272727272727
2025_12_07,1,-3.5,0.0
2025_12_08,25,160.5,36.0
2025_12_09,25,-168.0,16.0
2025_12_10,31,24.0,19.35483870967742
2025_12_11,32,1402.5,40.625
2025_12_12,37,-219.0,16.216216216216218
2025_12_14,1,-4.5,0.0
2025_12_15,27,956.0,40.74074074074074
2025_12_16,33,-252.5,15.151515151515152
2025_12_17,28,536.5,14.285714285714285
2025_12_18,21,509.5,33.33333333333333
2025_12_19,6,-144.5,16.666666666666664
